"#","Nomo","Snfg","Snfg Komponen","Posisi","Jenis Proses","Lanjutan","Datetime Write","Start","Due","Nama Fg","Process Status","Is Done","Koitem FG","No Batch","Actions"
"2809","MO-TWC-CLFTD-BULK/I0052","TWC-CLFTRD-W/I0020","TWC-CLFTRD-W/I0020","NDC","JADWAL BARU","1","2023-07-03 11:31:47+07","2023-06-13","2023-07-03","Wardah Colorfit Velvet Powder Foundation Refill 32N Neutral Beige 11 g","Next Process","Done","TWC-CLFTRD-W","FJ30A",""
"2810","MO-FW-CDEWN-BULK/I0021","FW-CDEWN1-W/I0006","FW-CDEWN1-W/I0006","NDC","JADWAL BARU","1","2023-07-03 11:17:37+07","2023-07-03","2023-07-19","Wardah C-Defense Energizing Whip Foam 50 ml","Next Process","Done","FW-CDEWN1-W","FJ30A",""
"2811","(not set)","DUSS-SSTP02R0-MO/I0009","DUSS-SSTP02R0-MO/I0009","QC FG","JADWAL BARU","1","2023-07-03 11:16:37+07","2023-07-03","2023-07-03","Dus Sticker Silky Smooth Translucent Powder 02 Make Over (Barcode)","Next Process","Done","DUSS-SSTP02R0-MO","(not set)",""
"2812","(not set)","DUSS-MFPF33-IPM/I0003","DUSS-MFPF33-IPM/I0003","QC FG","JADWAL BARU","1","2023-07-03 10:39:35+07","2023-07-03","2023-07-03","Dus Sticker Matte Fit Powder Foundation 33 Warm Olive Instaperfect Malaysia","Next Process","Done","DUSS-MFPF33-IPM","(not set)",""
"2813","MO-F-LLUNWW1-WBULK/I0007","F-EVLLF01-W/I0007","F-EVLLF01-W/I0007","NDC","JADWAL BARU","1","2023-07-03 10:37:52+07","2023-06-24","2023-07-03","Wardah Everyday Luminous Liquid Foundation – 01 Natural White 35 ml","Next Process","Done","F-EVLLF01-W","FJ27A",""
"2814","MO-SS-UVSLMS-BULK/I0018","SS-UVSLMS-W/BSI0002","SS-UVSLMS-W/BSI0002","NDC","JADWAL BARU","1","2023-07-03 10:37:42+07","2023-06-27","2023-07-07","Wardah UV Shield Light Matte Sun Stick 22 g","Next Process","Done","SS-UVSLMS-W","(not set)",""
"2815","(not set)","DUSS-MFPF33-IPM/I0002","DUSS-MFPF33-IPM/I0002","QC FG","JADWAL BARU","1","2023-07-03 10:14:13+07","2023-07-03","2023-07-03","Dus Sticker Matte Fit Powder Foundation 33 Warm Olive Instaperfect Malaysia","Next Process","Done","DUSS-MFPF33-IPM","(not set)",""
"2816","MO-L-CVM01-BULK/I0016","L-CVM01-W/I0016","L-CVM01-W/I0016","NDC","JADWAL BARU","1","2023-07-03 10:04:38+07","2023-05-15","2023-07-09","Wardah Colorfit Velvet Matte Lip Mousse 01 Brown Dreamer 4 g","Next Process","Done","L-CVM01-W","FJ27A",""
"2817","(not set)","MY-LSLWCI-W/I0007","MY-LSLWCI-W/I0007","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-07-03","Malaysia Wardah Colorfit Last All Day Lip Paint 09 Timeless Rose 4.2 g","Next Process","Done","MY-LSLWCI-W","(not set)",""
"2818","(not set)","MY-BOCLCPI-EM/I0002","MY-BOCLCPI-EM/I0002","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-06-30","Malaysia Emina Cheek Lit Cream Blush Pink 10 ml (Pc(s))","Next Process","Done","MY-BOCLCPI-EM","(not set)",""
"2819","(not set)","MY-ESPRPBK-EM/I0006","MY-ESPRPBK-EM/I0006","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-07-03","Malaysia Emina Pop Rouge Pressed Eye Shadow Brick 3.3 gr (Pc(s))","Next Process","Done","MY-ESPRPBK-EM","(not set)",""
"2820","(not set)","MY-PCSTK-W/I0002","MY-PCSTK-W/I0002","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-07-03","Malaysia Wardah Crystal Secret Radiant Skin Starter Kit","Next Process","Done","MY-PCSTK-W","(not set)",""
"2821","(not set)","MY-LCM12-EM/I0006","MY-LCM12-EM/I0006","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-07-03","Malaysia Emina Creamatte 12 Perky Plum 5.5 gr","Next Process","Done","MY-LCM12-EM","(not set)",""
"2822","(not set)","MY-CUSIPC-W/I0008","MY-CUSIPC-W/I0008","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-07-03","Malaysia Instaperfect Skincover Air Cushion 32 True Beige 11 g","Next Process","Done","MY-CUSIPC-W","(not set)",""
"2823","(not set)","MY-LCM13-EM/I0007","MY-LCM13-EM/I0007","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-07-03","Malaysia Emina Creamatte 13 Beet Bites 5.5 gr","Next Process","Done","MY-LCM13-EM","(not set)",""
"2824","(not set)","MY-BDMCP03-EM/I0004","MY-BDMCP03-EM/I0004","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-07-03","Malaysia Emina Daily Matte Compact Powder 03 Caramel 11 g","Next Process","Done","MY-BDMCP03-EM","(not set)",""
"2825","(not set)","MY-CUSIPF-W/I0008","MY-CUSIPF-W/I0008","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-07-03","Malaysia Instaperfect Skincover Air Cushion 52 Almond 11 g","Next Process","Done","MY-CUSIPF-W","(not set)",""
"2826","(not set)","MY-LNLCD-EM/I0003","MY-LNLCD-EM/I0003","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-07-03","Malaysia Emina Poppin’ Matte 03 Game On","Next Process","Done","MY-LNLCD-EM","(not set)",""
"2827","(not set)","MY-LTCR04-EM/I0006","MY-LTCR04-EM/I0006","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-07-03","Malaysia Emina Creamytint 04 Wild Berry 3.6 g","Next Process","Done","MY-LTCR04-EM","(not set)",""
"2828","(not set)","MY-BOCLPML-EM/I0004","MY-BOCLPML-EM/I0004","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-07-03","Malaysia Emina Cheek Lit Pressed Blush Marshmallow Lady 3.5 gr (Pc(s))","Next Process","Done","MY-BOCLPML-EM","(not set)",""
"2829","(not set)","MY-EBSMUEMB-EM/I0008","MY-EBSMUEMB-EM/I0008","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-06-30","Malaysia Emina Squeeze Me Up Browcara Ashy 8 g","Next Process","Done","MY-EBSMUEMB-EM","(not set)",""
"2830","(not set)","MY-LTCR02-EM/I0007","MY-LTCR02-EM/I0007","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-06-30","Malaysia Emina Creamytint 02 Peach Crush 3.6 g","Next Process","Done","MY-LTCR02-EM","(not set)",""
"2831","(not set)","MY-LSLWCA-W/I0013","MY-LSLWCA-W/I0013","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-07-03","Malaysia Wardah Colorfit Last All Day Lip Paint 12 Berry Lasting 4.2 g","Next Process","Done","MY-LSLWCA-W","(not set)",""
"2832","(not set)","MY-LTMP06-EM/I0009","MY-LTMP06-EM/I0009","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-07-03","Malaysia Emina Magic Potion 06 Sassy 5.5 ml","Next Process","Done","MY-LTMP06-EM","(not set)",""
"2833","(not set)","MY-EBIPEM01-W/I0004","MY-EBIPEM01-W/I0004","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-07-03","Malaysia Instaperfect BROWFLASH 3-in-1 Brow Perfector 01 True Brown 0.6 g","Next Process","Done","MY-EBIPEM01-W","(not set)",""
"2834","(not set)","MY-CUS-IPB-W/I0007","MY-CUS-IPB-W/I0007","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-07-03","Malaysia Instaperfect Skincover Air Cushion 22 Light Ivory 11 g","Next Process","Done","MY-CUS-IPB-W","(not set)",""
"2835","(not set)","MY-FRVLPWC51-MO/I0004","MY-FRVLPWC51-MO/I0004","NDC","JADWAL BARU","1","2023-07-03 09:11:03+07","2023-06-30","2023-07-03","Malaysia MAKE OVER Powerstay 24H Weightless Liquid Foundation C51 Cool Tan 40 ml","Next Process","Done","MY-FRVLPWC51-MO","(not set)",""
"2836","MO-BO-SST09-BULK/I0025","BO-SKST09-MO6G/I0020","BO-SST09-RP-MO6GR/I0020","NDC","JADWAL BARU","1","2023-07-03 08:59:07+07","2023-06-27","2023-07-03","MAKE OVER BO Single 09 Summer Twist 6 g (Pc(s))","Next Process","Done","BO-SKST09-MO6G","FJ30A",""
"2837","MO-B-BMLPLB2-BULK/I0011","B-RBMLP02-EM/I0010","B-RBMLP02-EM/I0010","NDC","JADWAL BARU","1","2023-07-03 08:44:47+07","2023-06-26","2023-07-03","Emina Bare With Me Mineral Loose Powder 02 Light Beige 8 g","Next Process","Done","B-RBMLP02-EM","FJ30A",""
"2838","MO-TWC-CLFTC-BULK/I0054","TWC-CLFTRC-W/I0027","TWC-CLFTRC-W/I0027","NDC","JADWAL BARU","1","2023-07-03 08:44:47+07","2023-06-12","2023-07-03","Wardah Colorfit Velvet Powder Foundation Refill 23W Warm Ivory 11 g","Next Process","Done","TWC-CLFTRC-W","FJ30A",""
"2839","MO-REM-RBSMW-BULK/I0040","REM-RBSMWN2-EM/I0013","REM-RBSMWN2-EM/I0013","NDC","JADWAL BARU","1","2023-07-03 08:20:50+07","2023-06-26","2023-07-12","Emina Bright Stuff Micellar Water 50 ml","Next Process","Done","REM-RBSMWN2-EM","FJ30A",""
"2840","MO-REM-SBMW-BULK/I0089","REM-SBMW-W240ML/I0048","REM-SBMW-W240ML/I0048","NDC","JADWAL BARU","1","2023-07-03 08:15:07+07","2023-06-26","2023-07-12","Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml","Next Process","Done","REM-SBMW-W240ML","GJ01A",""
"2841","MO-FW-LWF-BULK/I0177","FW-LWFN2-W/I0118","FW-LWFN2-W/I0118","NDC","JADWAL BARU","1","2023-07-03 08:15:07+07","2023-06-26","2023-07-12","Wardah Lightening Whip Facial Foam 100 ml","Next Process","Done","FW-LWFN2-W","GJ01A",""
"2842","MO-FT-KFT-BULK/I0070","FT-KFT-KA/I0069","FT-KFT-KA/I0069","NDC","JADWAL BARU","1","2023-07-03 08:15:07+07","2023-06-30","2023-07-04","Kahf All-in-One Power Toning Face Spray 100 ml","Next Process","Done","FT-KFT-KA","GJ01A",""
"2843","MO-F-IPSF14-BULK/I0004","MY-FIPSF14-W/I0005","MY-FIPSF14-W/I0005","NDC","JADWAL BARU","1","2023-07-03 08:08:18+07","2023-06-24","2023-06-30","Malaysia Instaperfect SKINFOCUS Cover Foundation 33 Warm Olive 30 ml","Next Process","Done","MY-FIPSF14-W","FJ26A",""
"2844","MO-FW-PCSAC-BULK/I0338","MY-FWPCSAC-KA/I0010","MY-FWPCSAC-KA/I0010","NDC","JADWAL BARU","1","2023-07-03 08:06:16+07","2023-06-26","2023-07-12","Malaysia Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","MY-FWPCSAC-KA","FJ26A",""
"2845","MO-B-IPQSP13-BULK/I0018","MY-BIPQSP13-W/I0006","MY-BIPQSP13-W/I0006","NDC","JADWAL BARU","1","2023-07-03 08:04:08+07","2023-06-27","2023-07-01","Malaysia Instaperfect QUICKMATTE Loose Powder 32 True Beige 9 g","Next Process","Done","MY-BIPQSP13-W","FJ30A",""
"2846","MO-TC-IPPF03-BULK/I0035","MY-TCIPPF03-W/I0001","MY-TCIPPF03-W/I0001","NDC","JADWAL BARU","1","2023-07-03 08:04:08+07","2023-06-26","2023-07-03","Malaysia Instaperfect Matte Fit Powder Foundation 32 True Beige 13 g","Next Process","Done","MY-TCIPPF03-W","FJ27A",""
"2847","MO-L-MLCC-BULK/I0058","L-MLCC-OMG/I0057","L-MLCC-OMG/I0057","NDC","JADWAL BARU","1","2023-07-03 08:02:04+07","2023-06-27","2023-07-01","OMG OH MY GLAM Matte Kiss Lip Cream 03 Flame 3.5 g","Next Process","Done","L-MLCC-OMG","FJ27A",""
"2848","MO-B-IPQSP13-BULK/I0017","MY-BIPQSP13-W/I0005","MY-BIPQSP13-W/I0005","NDC","JADWAL BARU","1","2023-07-03 08:01:47+07","2023-06-26","2023-07-01","Malaysia Instaperfect QUICKMATTE Loose Powder 32 True Beige 9 g","Next Process","Done","MY-BIPQSP13-W","FJ27A",""
"2849","MO-L-MLCE-BULK/I0036","L-MLCE-OMG/I0035","L-MLCE-OMG/I0035","NDC","JADWAL BARU","1","2023-07-03 08:00:45+07","2023-06-27","2023-06-30","OMG OH MY GLAM Matte Kiss Lip Cream 05 Punch 3.5 g","Next Process","Done","L-MLCE-OMG","FJ27A",""
"2850","MO-TC-IPPF04-BULK/I0029","MY-TCIPPF04-W/I0005","MY-TCIPPF04-W/I0005","NDC","JADWAL BARU","1","2023-07-03 08:00:34+07","2023-06-27","2023-07-03","Malaysia Instaperfect Matte Fit Powder Foundation 33 Warm Olive 13 g","Next Process","Done","MY-TCIPPF04-W","FJ30A",""
"2851","MO-B-IPQSP12-BULK/I0017","MY-BIPQSP12-W/I0007","MY-BIPQSP12-W/I0007","NDC","JADWAL BARU","1","2023-07-03 08:00:02+07","2023-06-26","2023-07-01","Malaysia Instaperfect QUICKMATTE Loose Powder 22 Light Ivory 9 g","Next Process","Done","MY-BIPQSP12-W","FJ26A",""
"2852","MO-LB-LMPR-BULK/I0015","MY-LBLMPR-EM/I0007","MY-LBLMPR-EM/I0007","NDC","JADWAL BARU","1","2023-07-03 07:58:57+07","2023-06-27","2023-07-03","Malaysia Emina Lip Mask Vanilla Pretzel 9 g","Next Process","Done","MY-LBLMPR-EM","FJ30B",""
"2853","MO-LAR-LTE-BULK/LI0010","LAR-LTE-BULK/LI0010","LAR-LTE-BULK/LI0010","QC BULK","MASUK SPESIFIKASI","1","2023-07-03 07:32:26+07","2023-06-30","2023-06-30","Warna Red Water","Next Process","Done","LAR-LTE-BULK","GJ02A",""
"2854","MO-TC-IPPF06-BULK/I0007","MY-TCIPPF06-W/I0003","MY-TCIPPF06-W/I0003","NDC","JADWAL BARU","1","2023-07-03 07:26:44+07","2023-06-30","2023-07-03","Malaysia Instaperfect Matte Fit Powder Foundation 52 Almond 13 g","Next Process","Done","MY-TCIPPF06-W","FJ30A",""
"2855","MO-TC-IPPF05-BULK/I0014","MY-TCIPPF05-W/I0003","MY-TCIPPF05-W/I0003","NDC","JADWAL BARU","1","2023-07-03 07:26:01+07","2023-06-27","2023-07-03","Malaysia Instaperfect Matte Fit Powder Foundation 43 Creme Sand 13 g","Next Process","Done","MY-TCIPPF05-W","FJ30A",""
"2856","MO-M-SM-BULK/I0048","M-SM01-KA/I0046","M-SM01-KA/I0046","NDC","JADWAL BARU","1","2023-07-02 06:26:50+07","2023-06-27","2023-07-03","Kahf Triple Protection Sunscreen Moisturizer 30 ml","Next Process","Done","M-SM01-KA","FJ30A",""
"2857","MO-TC-PMN40-BULK/I0012","TC-PMN40-MO/I0012","TC-PMN40-MO/I0012","NDC","JADWAL BARU","1","2023-07-02 06:22:18+07","2023-06-26","2023-07-03","MAKE OVER Powerstay Matte Powder Foundation N40 Sand 12 g","Next Process","Done","TC-PMN40-MO","GJ01A",""
"2858","MO-HBW-HWB-BULK/I0010","HBW-HWN2B-BD/I0004","HBW-HWN2B-BD/I0004","NDC","JADWAL BARU","1","2023-07-02 06:02:05+07","2023-06-30","2023-07-03","Biodef Natural Protection Mint + Yuzu Hand Wash Antiseptik Alami Botol 250 ml","Next Process","Done","HBW-HWN2B-BD","FJ30A",""
"2859","MO-LT-MP06-BULK/I0004","LT-MP06-EM/I0004","LT-MP06-EM/I0004","NDC","JADWAL BARU","1","2023-07-02 06:02:05+07","2023-06-30","2023-07-03","Emina Magic Potion 06 Sassy 5.5 ml","Next Process","Done","LT-MP06-EM","FJ30A",""
"2860","MO-BO-CLPPCCC-BULK/I0020","BO-CLPPCCC-EM3.5GR/I0020","BO-CLPPCCC-RP-EM3,5G/I0020","NDC","JADWAL BARU","1","2023-07-02 06:01:48+07","2023-06-26","2023-07-03","Emina Cheek Lit Pressed Blush Cotton Candy 3.5 gr (Pc(s))","Next Process","Done","BO-CLPPCCC-EM3.5GR","FJ30A",""
"2861","MO-TC-R3LLF04-BULK/I0065","TC-R3LLF04-W/I0034","TC-R3LLF04-W/I0034","NDC","JADWAL BARU","1","2023-07-02 06:01:48+07","2023-06-13","2023-07-04","Wardah Lightening Powder Foundation Light Feel 04 Natural 12 g","Next Process","Done","TC-R3LLF04-W","FJ30A",""
"2862","MO-ES-CLPWP-03-BULK/I0012","ES-CLPWP-W/I0012","ES-CLPWP-W/I0012/03/01","NDC","JADWAL BARU","1","2023-07-02 06:01:48+07","2023-06-26","2023-07-03","Wardah COLORFIT QUAD EYE PALETTE 03 SUNLIT BLAZE 6 g","Next Process","Done","ES-CLPWP-W","FJ26A",""
"2863","MO-L-CUM08-BULK/I0018","L-CUM08-W/I0018","L-CUM08-W/I0018","NDC","JADWAL BARU","1","2023-07-02 06:01:27+07","2023-06-12","2023-07-02","Wardah Colorfit Ultralight Matte Lipstick 08 Woodsy Brown 3.6 g","Next Process","Done","L-CUM08-W","FJ27A",""
"2864","MO-FW-PCSAC-BULK/I0330","FW-PCSAC-KA/I0322","FW-PCSAC-KA/I0322","NDC","JADWAL BARU","1","2023-07-02 06:01:08+07","2023-06-26","2023-07-12","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","GJ01C",""
"2865","MO-B-BMLPF1-BULK/I0007","B-RBMLP01-EM/I0006","B-RBMLP01-EM/I0006","NDC","JADWAL BARU","1","2023-07-02 06:00:29+07","2023-06-26","2023-07-03","Emina Bare With Me Mineral Loose Powder 01 Fair 8 g","Next Process","Done","B-RBMLP01-EM","FJ30A",""
"2866","MO-B-W1T3LFP01-BULK/I0047","B-W3ELFP01-W30G/I0047","B-W3ELFP01-W30G/I0047","NDC","JADWAL BARU","1","2023-07-02 06:00:29+07","2023-06-21","2023-07-03","Wardah Evd Lum Face Powder 01 Light Beige 30 g (Pc(s))","Next Process","Done","B-W3ELFP01-W30G","FJ30A",""
"2867","MO-FA-PFMS-BULK/I0044","FA-PFMS-MO50ML/I0044","FA-PFMS-MO50ML/I0044","NDC","JADWAL BARU","1","2023-07-02 04:18:46+07","2023-06-30","2023-07-03","MAKE OVER Powerstay Fix &amp; Matte Makeup Setting Spray 50 ml","Next Process","Done","FA-PFMS-MO50ML","GJ01C",""
"2868","MO-B-R3L04N-BULK/I0035","B-R3L04N-W/I0035","B-R3L04N-W/I0035","NDC","JADWAL BARU","1","2023-07-02 03:31:38+07","2023-06-13","2023-07-03","Wardah Lightening Matte Powder 04 Natural 20 g","Next Process","Done","B-R3L04N-W","FJ30A",""
"2869","MO-SS-DUVSDE-BULK/I0019","SS-DUVSDE-L/I0012","SS-DUVSDE-L/I0012","NDC","JADWAL BARU","1","2023-07-02 02:57:11+07","2023-06-26","2023-07-03","LABORE Sensitive Skin Care BiomeProtect Physical Sunscreen 30 ml","Next Process","Done","SS-DUVSDE-L","FJ26A",""
"2870","MO-B-R3L02B-BULK/I0043","B-R3L02B-W/I0043","B-R3L02B-W/I0043","NDC","JADWAL BARU","1","2023-07-02 02:55:14+07","2023-06-06","2023-07-03","Wardah Lightening Matte Powder 02 Beige 20 g","Next Process","Done","B-R3L02B-W","FJ27A",""
"2871","MO-ES-CLPWP-04-BULK/I0012","ES-CLPWP-W/I0012","ES-CLPWP-W/I0012/04/01","NDC","JADWAL BARU","1","2023-07-02 02:55:14+07","2023-06-26","2023-07-03","Wardah COLORFIT QUAD EYE PALETTE 03 SUNLIT BLAZE 6 g","Next Process","Done","ES-CLPWP-W","FJ27A",""
"2872","MO-TC-R3LLF02-BULK/I0111","TC-R3LLF02-W/I0057","TC-R3LLF02-W/I0057","NDC","JADWAL BARU","1","2023-07-02 02:55:14+07","2023-06-13","2023-07-03","Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-R3LLF02-W","FJ27A",""
"2873","MO-M-RWSNC-BULK/I0017","M-RWSNCN1-W/I0009","M-RWSNCN1-W/I0009","NDC","JADWAL BARU","1","2023-07-02 01:45:55+07","2023-06-30","2023-07-03","Wardah Crystal Secret Bright Activating Night Cream 15 ml","Next Process","Done","M-RWSNCN1-W","FJ30A",""
"2874","MO-L-IMC010-BULK/I0012","L-IMC010-MO6,5G/I0012","L-IMC010-MO6,5G/I0012","NDC","JADWAL BARU","1","2023-07-02 00:36:51+07","2023-06-12","2023-07-02","MAKE OVER Intense Matte Lip Cream 010 Lux 6,5 g (Pc(s))","Next Process","Done","L-IMC010-MO6,5G","GJ01A",""
"2875","MO-SS-UVSDSIF-BULK/I0006","SS-UVSDSIF-W/I0006","SS-UVSDSIF-W/I0006","NDC","JADWAL BARU","1","2023-07-02 00:33:17+07","2023-06-26","2023-07-12","Wardah UV Shield Essential Gel Sunscreen Serum SPF 35 PA+++ 40 ml","Next Process","Done","SS-UVSDSIF-W","FJ30A",""
"2876","MO-FW-PCSAC-BULK/I0331","FW-PCSAC-KA/I0323","FW-PCSAC-KA/I0323","NDC","JADWAL BARU","1","2023-07-02 00:33:17+07","2023-06-26","2023-07-12","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","GJ01D",""
"2877","MO-BO-CLBSPI-BULK/I0021","BO-CLBSPI-EM/I0021","BO-CLBSPI-EM/I0021","NDC","JADWAL BARU","1","2023-07-02 00:30:36+07","2023-06-26","2023-07-02","Emina Cheek Lit Blush Stick Pink 7 g","Next Process","Done","BO-CLBSPI-EM","GJ01A",""
"2878","MO-ES-CLPWP-02-BULK/I0012","ES-CLPWP-W/I0012","ES-CLPWP-W/I0012/02/01","NDC","JADWAL BARU","1","2023-07-02 00:30:36+07","2023-06-25","2023-07-03","Wardah COLORFIT QUAD EYE PALETTE 03 SUNLIT BLAZE 6 g","Next Process","Done","ES-CLPWP-W","FJ26A",""
"2879","MO-BO-COCBMM-BULK/I0023","BO-COCBMM-W/I0023","BO-COCBMM-W/I0023","NDC","JADWAL BARU","1","2023-07-02 00:30:36+07","2023-06-24","2023-07-03","Wardah Colorfit Cream Blush 02 MERRY MAUVE 3 g","Next Process","Done","BO-COCBMM-W","FJ24B",""
"2880","MO-ES-CLPWP-01-BULK/I0012","ES-CLPWP-W/I0012","ES-CLPWP-W/I0012/01/01","NDC","JADWAL BARU","1","2023-07-02 00:30:36+07","2023-06-25","2023-07-03","Wardah COLORFIT QUAD EYE PALETTE 03 SUNLIT BLAZE 6 g","Next Process","Done","ES-CLPWP-W","FJ25A",""
"2881","MO-FA-PFMS-BULK/I0043","FA-PFMS-MO50ML/I0043","FA-PFMS-MO50ML/I0043","NDC","JADWAL BARU","1","2023-07-02 00:25:37+07","2023-06-30","2023-07-03","MAKE OVER Powerstay Fix &amp; Matte Makeup Setting Spray 50 ml","Next Process","Done","FA-PFMS-MO50ML","GJ01B",""
"2882","MO-FW-RPHAS-BULK/I0022","FW-RPHAS-EM/I0022","FW-RPHAS-EM/I0022","NDC","JADWAL BARU","1","2023-07-01 23:47:43+07","2023-06-27","2023-07-12","Emina Ms. Pimple Acne Solution Face Wash 50 ml","Next Process","Done","FW-RPHAS-EM","FJ30C",""
"2883","MO-BO-SSS07-BULK/I0014","BO-SKSS07-MO6G/I0007","BO-S07SS6GRRNFS-MO/I0007","NDC","JADWAL BARU","1","2023-07-01 23:36:53+07","2023-06-26","2023-07-03","MAKE OVER BO Single 07 Scarlet Sheen 6 g (Pc(s))","Next Process","Done","BO-SKSS07-MO6G","FJ27A",""
"2884","MO-F-CLCME-BULK/I0007","F-CLCME-W/I0007","F-CLCME-W/I0007","NDC","JADWAL BARU","1","2023-07-01 23:36:40+07","2023-06-26","2023-07-01","Wardah Colorfit Matte Foundation 33W Olive Beige 25 ml","Next Process","Done","F-CLCME-W","FJ27A",""
"2885","MO-F-HGFW22-BULK/I0013","F-HGFW22-MO/I0013","F-HGFW22-MO/I0013","NDC","JADWAL BARU","1","2023-07-01 23:36:40+07","2023-06-26","2023-07-03","MAKE OVER Hydrastay Glow Fluid Foundation W22 Warm Ivory 35 ml","Next Process","Done","F-HGFW22-MO","FJ26A",""
"2886","MO-TWC-CLFTF-BULK/I0037","TWC-CLFTRF-W/I0017","TWC-CLFTRF-W/I0017","NDC","JADWAL BARU","1","2023-07-01 23:22:39+07","2023-06-12","2023-07-03","Wardah Colorfit Velvet Powder Foundation Refill 43W Golden Sand 11 g","Next Process","Done","TWC-CLFTRF-W","FJ27A",""
"2887","MO-L-MLCD-BULK/I0030","L-MLCD-OMG/I0029","L-MLCD-OMG/I0029","NDC","JADWAL BARU","1","2023-07-01 22:52:32+07","2023-06-27","2023-07-01","OMG OH MY GLAM Matte Kiss Lip Cream 04 Sunset 3.5 g","Next Process","Done","L-MLCD-OMG","FJ27A",""
"2888","MO-F-L02-BULK/I0015","F-L02-OMG/BSI0008","F-L02-OMG/BSI0008","NDC","JADWAL BARU","1","2023-07-01 22:52:32+07","2023-07-01","2023-07-01","OMG Oh My Glam Coverlast Liquid Foundation 21 W Light","Next Process","Done","F-L02-OMG","(not set)",""
"2889","MO-LB-EVFSS-BULK/I0049","LB-EVFSS-W4G/I0048","LB-EVFSS-W4G/I0048","NDC","JADWAL BARU","1","2023-07-01 22:52:12+07","2023-06-12","2023-07-09","Wardah Everyday Fruity Sheer Lip Balm Strawberry 4 g","Next Process","Done","LB-EVFSS-W4G","FJ30A",""
"2890","MO-LB-EVLNH-BULK/I0034","LB-EVLNH-W4G/I0034","LB-EVLNH-W4G/I0034","NDC","JADWAL BARU","1","2023-07-01 22:52:12+07","2023-06-12","2023-07-02","Wardah Everyday Moisture Lip Nutrition Honey 4 g","Next Process","Done","LB-EVLNH-W4G","FJ26A",""
"2891","MO-L-CVM013-BULK/I0019","L-CVM013-W/I0019","L-CVM013-W/I0019","NDC","JADWAL BARU","1","2023-07-01 22:52:12+07","2023-06-12","2023-07-02","Wardah Colorfit Velvet Matte Lip Mousse 13 Sweet Cinnamon 4 g","Next Process","Done","L-CVM013-W","FJ26A",""
"2892","MO-B-DMCP04-BULK/I0020","B-DMCP04-EM/I0020","B-DMCP04-EM/I0020","PENGOLAHAN","OLAH 1","1","2023-07-01 22:45:00+07","2023-06-02","2023-07-18","Emina Daily Matte Compact Powder 04 Mocca 11 g","Next Process","(not set)","B-DMCP04-EM","GJ01A",""
"2893","MO-M-LDCN-BULK/I0056","M-LDCN2-W/I0021","M-LDCN2-W/I0021","NDC","JADWAL BARU","1","2023-07-01 22:04:52+07","2023-06-27","2023-07-03","Wardah Lightening Day Cream Advanced Niacinamide 30 g","Next Process","Done","M-LDCN2-W","FJ27A",""
"2894","MO-SS-UVSDS-BULK/I0111","SS-UVSDSPB-W/I0091","SS-UVSDSPB-W/I0091","NDC","JADWAL BARU","1","2023-07-01 22:04:52+07","2023-06-14","2023-07-05","Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","Next Process","Done","SS-UVSDSPB-W","FJ06AC",""
"2895","MO-FT-KFT-BULK/I0069","FT-KFT-KA/I0068","FT-KFT-KA/I0068","NDC","JADWAL BARU","1","2023-07-01 22:04:52+07","2023-06-27","2023-07-03","Kahf All-in-One Power Toning Face Spray 100 ml","Next Process","Done","FT-KFT-KA","FJ30A",""
