"Korporat Code","Previous Korporat Code","Transition Status","Batch Split","Production Start Date","Production End Date","Purchase Start Date","Purchase End Date","Supplier Text","Previous Supplier Text","State"
"STIC-BMKLC09R1-OMG","STIC-BMKLC09R0-OMG","Flow Through","yes","2021-12-27","","2021-08-02","","PELITA ABADI JAYA, CV","MITRA ABADI PRINTING; PT PARAGON TECHNOLOGY AND INNOVATION","Confirmed"
"STIC-BMKLC09R2-OMG","STIC-BMKLC09R1-OMG","Immediately","yes","2021-12-27","","2021-10-08","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Confirmed"
"STIC-BMKLC10R1-OMG","STIC-BMKLC10R0-OMG","Flow Through","yes","2021-12-27","","2021-08-02","","PELITA ABADI JAYA, CV","PT PARAGON TECHNOLOGY AND INNOVATION","Confirmed"
"STIC-BMKLC10R2-OMG","STIC-BMKLC10R1-OMG","Immediately","yes","2021-12-27","","2021-10-08","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Confirmed"
"STIC-BMKLC11R1-OMG","STIC-BMKLC11R0-OMG","Flow Through","yes","2021-12-27","","2021-08-02","","PELITA ABADI JAYA, CV","PT PARAGON TECHNOLOGY AND INNOVATION","Confirmed"
"STIC-BMKLC11R2-OMG","STIC-BMKLC11R1-OMG","Immediately","yes","2021-12-27","","2021-10-11","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Confirmed"
"STIC-BMKLC12R1-OMG","STIC-BMKLC12R0-OMG","Flow Through","yes","2021-12-27","","2021-08-02","","PELITA ABADI JAYA, CV","MITRA ABADI PRINTING; PT PARAGON TECHNOLOGY AND INNOVATION","Confirmed"
"STIC-BMKLC12R2-OMG","STIC-BMKLC12R1-OMG","Immediately","yes","2021-12-27","","2021-10-11","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Confirmed"
"STIC-BOTAPBBR1-WCNF","STIC-BOTAPBB-WCNF","Flow Through","no","","","","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BOTCMABR1-EOPPT","STIC-BOTCMABR0-EOPPT","Flow Through","no","","","2022-07-26","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BOTCMBBR1-EOPPT","STIC-BOTCMBBR0-EOPPT","Flow Through","no","","","2022-07-26","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BOTCMBFR1-EOPPT","STIC-BOTCMBFR0-EOPPT","Flow Through","no","","","2022-07-26","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BOTCMCCR2-EOPP","STIC-BOTCMCCR1-EOPP","Flow Through","no","","","2022-07-26","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BOTCMCPR1-EOPPT","STIC-BOTCMCPR0-EOPPT","Flow Through","no","","","2022-07-26","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BOTCMFBR2-EOPP","STIC-BOTCMFBR1-EOPP","Flow Through","no","","","2022-08-31","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BOTCMFMR2-EOPP","STIC-BOTCMFMR1-EOPP","Flow Through","no","","","2022-08-31","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BOTCMFWR2-EOPP","STIC-BOTCMFWR1-EOPP","Flow Through","no","","","2022-09-05","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BOTCMGAR1-EOPPT","STIC-BOTCMGAR0-EOPPT","Flow Through","no","","","2022-07-26","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BOTCMJBR2-EOPP","STIC-BOTCMJBR1-EOPP","Flow Through","no","","","2022-07-26","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BOTCMMVR2-EOPP","STIC-BOTCMMVR1-EOPP","Flow Through","no","","","2022-09-05","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BOTCMPPR1-EOPPT","STIC-BOTCMPPR0-EOPPT","Flow Through","no","","","2022-07-26","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BOTCMPSR1-EOPPT","STIC-BOTCMPSR0-EOPPT","Flow Through","no","","","2022-07-26","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BOTCMSFR1-EOPPT","STIC-BOTCMSFR0-EOPPT","Flow Through","no","","","2022-07-26","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BOTCMTWR2-EOPP","STIC-BOTCMTWR1-EOPP","Flow Through","no","","","2022-09-05","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BOTEMLC14R-1WPS","STIC-BOTEMLC14R-0WPS","Flow Through","no","","","2022-03-18","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC15R-1WPS","STIC-BOTEMLC15R-0WPS","Flow Through","no","","","2022-03-18","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC16R-1WPS","STIC-BOTEMLC16R-0WPS","Flow Through","no","2021-12-27","","2021-12-20","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC17R-1WPS","STIC-BOTEMLC17R-0WPS","Flow Through","no","","","2022-03-18","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC18R-1WPS","STIC-BOTEMLC18R-0WPS","Flow Through","no","2021-12-27","","2021-12-20","","","MITRA ABADI PRINTING","Draft"
"STIC-BOTESFR1-W","STIC-BOTESFR0-WPSM","Flow Through","no","","","","","","MITRA ABADI PRINTING","Draft"
"STIC-BOTESPNR1-MO","STIC-BOTESPNR0-MOPPW","Flow Through","no","","","2022-02-09","","THEIA DIGILAB INDONESIA, PT","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BOTESPSR1-MO","STIC-BOTESPSR0-MOPPW","Flow Through","no","","","2022-02-09","","THEIA DIGILAB INDONESIA, PT","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BPCTWC01R2-MO","STIC-BPCTWC1R1-MOMSF","Flow Through","no","2021-12-27","","2021-12-02","","MITRA ABADI PRINTING; THEIA DIGILAB INDONESIA, PT","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BPCTWC02R2-MO","STIC-BPCTWC2R1-MOMSF","Flow Through","no","2021-12-27","","2021-12-02","","MITRA ABADI PRINTING; THEIA DIGILAB INDONESIA, PT","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BPCTWC03R2-MO","STIC-BPCTWC3R1-MOMSF","Flow Through","no","2021-12-27","","2021-12-02","","THEIA DIGILAB INDONESIA, PT; MITRA ABADI PRINTING","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BPCTWC04R2-MO","STIC-BPCTWC4R1-MOMSF","Flow Through","no","2021-12-27","","2021-12-02","","MITRA ABADI PRINTING; THEIA DIGILAB INDONESIA, PT","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BPCTWC05R2-MO","STIC-BPCTWC5R1-MOMSF","Flow Through","no","2021-12-27","","2021-12-02","","MITRA ABADI PRINTING; THEIA DIGILAB INDONESIA, PT","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BPCTWC06R2-MO","STIC-BPCTWC6R1-MOMSF","Flow Through","no","2021-12-27","","2021-12-02","","MITRA ABADI PRINTING; THEIA DIGILAB INDONESIA, PT","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BPCTWC07R2-MO","STIC-BPCTWC7R1-MOMSF","Flow Through","no","2021-12-27","","2021-12-03","","MITRA ABADI PRINTING; THEIA DIGILAB INDONESIA, PT","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BPCTWC08R2-MO","STIC-BPCTWC8R1-MOMSF","Flow Through","no","2021-12-27","","2021-12-03","","MITRA ABADI PRINTING; THEIA DIGILAB INDONESIA, PT","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BPCTWCR01R2-MO","STIC-PCTWCR1R1-MOMSF","Flow Through","no","2021-12-27","","2021-12-03","","MITRA ABADI PRINTING; THEIA DIGILAB INDONESIA, PT","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BPCTWCR02R2-MO","STIC-PCTWCR2R1-MOMSF","Immediately","no","2021-12-27","","2021-12-03","","MITRA ABADI PRINTING; THEIA DIGILAB INDONESIA, PT","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BPCTWCR03R2-MO","STIC-PCTWCR3R1-MOMSF","Immediately","no","2021-12-27","","2021-12-03","","MITRA ABADI PRINTING; THEIA DIGILAB INDONESIA, PT","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BPCTWCR04R2-MO","STIC-PCTWCR4R1-MOMSF","Immediately","no","2021-12-27","","2021-12-03","","MITRA ABADI PRINTING; THEIA DIGILAB INDONESIA, PT","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BPCTWCR05R2-MO","STIC-PCTWCR5R1-MOMSF","Immediately","no","2021-12-27","","2021-12-03","","MITRA ABADI PRINTING; THEIA DIGILAB INDONESIA, PT","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BPCTWCR08R2-MO","STIC-PCTWCR8R1-MOMSF","Flow Through","no","2021-12-27","","2021-12-03","","MITRA ABADI PRINTING; THEIA DIGILAB INDONESIA, PT","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BPTMLC10R1-MO","STIC-BPTMLC10R0-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BPTMLC11R1-MO","STIC-BPTMLC11R0-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BPTMLC1R1-MO","STIC-BPTMLC1R0-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BPTMLC2R1-MO","STIC-BPTMLC2R0-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BPTMLC3R1-MO","STIC-BPTMLC3R0-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BPTMLC4R1-MO","STIC-BPTMLC4R0-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BPTMLC5R1-MO","STIC-BPTMLC5R0-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BPTMLC6R1-MO","STIC-BPTMLC6R0-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BPTMLC7R1-MO","STIC-BPTMLC7R0-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BPTMLC8R1-MO","STIC-BPTMLC8R0-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BPTMLC9R1-MO","STIC-BPTMLC9R0-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BTEFSLGR1-WCNF","STIC-BTEFSLGR0-WCNF","Flow Through","no","","","","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BTEFSLSR1-WCNF","STIC-BTEFSLSR0-WCNF","Flow Through","no","","","","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-BTEMA01R1-WCNF","STIC-BTEMA01R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMA02R1-WCNF","STIC-BTEMA02R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMA03R1-WCNF","STIC-BTEMA03R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMA04R1-WCNF","STIC-BTEMA04R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMA05R1-WCNF","STIC-BTEMA05R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMA06R1-WCNF","STIC-BTEMA06R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMA09R1-WCNF","STIC-BTEMA09R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMA12R1-WCNF","STIC-BTEMA12R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMA13R1-WCNF","STIC-BTEMA13R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMA16R1-WCNF","STIC-BTEMA16R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMA17R1-WCNF","STIC-BTEMA17R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMA18R1-WCNF","STIC-BTEMA18R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMO20R1-WCNF","STIC-BTEMO20R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMO21R1-WCNF","STIC-BTEMO21R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMO23R1-WCNF","STIC-BTEMO23R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMO26R1-WCNF","STIC-BTEMO26R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMO29R1-WCNF","STIC-BTEMO29R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMO30R1-WCNF","STIC-BTEMO30R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMO32R1-WCNF","STIC-BTEMO32R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMO35R1-WCNF","STIC-BTEMO35R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMO36R1-WCNF","STIC-BTEMO36R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMO41R1-WCNF","STIC-BTEMO41R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMO43R1-WCNF","STIC-BTEMO43R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTEMO46R1-WCNF","STIC-BTEMO46R0-WCNF","Flow Through","no","","","2022-02-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BTLBCR1R1-W","STIC-BTLBCR1R0-WCNF","Flow Through","no","","","","","","PELITA ABADI JAYA, CV","Draft"
"STIC-BTLBCR2R1-W","STIC-BTLBCR2R0-WCNF","Flow Through","no","","","","","","PELITA ABADI JAYA, CV","Draft"
"STIC-BTLBCR3R1-W","STIC-BTLBCR3R0-WCNF","Flow Through","no","","","","","","PELITA ABADI JAYA, CV","Draft"
"STIC-ECAHMGR1-WPSB","STIC-ECAHMG-WPSB","Flow Through","yes","","","2021-12-29","","SATYAMITRA LABELJAYA P., PT","SATYAMITRA LABELJAYA P., PT","Draft"
"STIC-EDTEW5R1-K","STIC-EDTEW5R0-K","Immediately","no","2021-12-27","","2021-08-20","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-EDTHF5R1-K","STIC-EDTHF5R0-K","Immediately","no","2021-12-27","","2021-08-20","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-EDTTB5R1-K","STIC-EDTTB5R0-K","Immediately","no","2021-12-27","","2021-08-20","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-FAPSR1-MO","STIC-FAPSR0-MO","Immediately","","2021-12-27","","2021-08-31","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-PAAR1-EM","STIC-PAAR0-EM","Immediately","no","","","","","","","Draft"
"STIC-PAAR1-WM","STIC-PAAR0-WM","Immediately","no","2021-12-27","","2021-11-03","","PELITA ABADI JAYA, CV","MITRA ABADI PRINTING; PELITA ABADI JAYA, CV","Draft"
"STIC-PABBM01BR1-WMIP","STIC-PABBM01B-WMIP","Immediately","no","2021-12-27","","2021-11-11","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-PABR1-EM","STIC-PABR0-EM","Immediately","no","2021-12-27","","2021-11-03","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-PABR1-WM","STIC-PABR0-WM","Immediately","no","2021-12-27","","2021-11-03","","PELITA ABADI JAYA, CV","MITRA ABADI PRINTING; PELITA ABADI JAYA, CV","Draft"
"STIC-PACAR1-WM","STIC-PACAR0-WM","Immediately","no","2021-12-27","","2021-11-15","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-PACBR1-WM","STIC-PACBR0-WM","Immediately","no","2021-12-27","","2021-11-19","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-PACESR1-WM","STIC-PACESR0-WM","Immediately","no","2021-12-27","","2021-11-11","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-PACMGR1-WM","STIC-PACMGR0-WM","Immediately","no","2021-12-27","","2021-11-15","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-PACR1-EM","STIC-PACR0-EM","Immediately","no","2021-12-27","","2021-11-03","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-PACUMLR1-WM","STIC-PACUMLR0-WM","Immediately","no","2021-12-27","","2021-11-15","","PELITA ABADI JAYA, CV","MITRA ABADI PRINTING; PELITA ABADI JAYA, CV","Draft"
"STIC-PADEMLC01R1-WMV","STIC-PADEMLC01-WMV","Immediately","no","2021-12-27","","2021-11-15","","PELITA ABADI JAYA, CV","SATYAMITRA LABELJAYA P., PT","Draft"
"STIC-PADR1-EM","STIC-PADR0-EM","Immediately","no","2021-12-27","","2021-11-03","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-PAEAR1-WM","STIC-PAEAR0-WM","Immediately","no","2021-12-27","","2021-11-15","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-PAEBR1-WM","STIC-PAEBR0-WM","Immediately","no","2021-12-27","","2021-11-10","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-PAER1-EM","STIC-PAER0-EM","Immediately","no","2021-12-27","","2021-11-03","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-PAHR1-EM","STIC-PAHR0-EM","Flow Through","yes","2021-12-27","","2021-11-03","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-PALLR1-WM","STIC-PALLR0-WM","Immediately","no","2021-12-27","","2021-11-11","","MITRA ABADI PRINTING","MITRA ABADI PRINTING; PELITA ABADI JAYA, CV","Draft"
"STIC-PAPBBPR1-WM","STIC-PAPBBPR0-WM","Immediately","no","2021-12-27","","2021-11-10","","PELITA ABADI JAYA, CV","MITRA ABADI PRINTING; PELITA ABADI JAYA, CV","Draft"
"STIC-PAPHMPR1-WM","STIC-PAPHMPR0-WM","Immediately","no","2021-12-27","","2021-11-15","","PELITA ABADI JAYA, CV","MITRA ABADI PRINTING; PELITA ABADI JAYA, CV","Draft"
"STIC-PAPHUR1-WM","STIC-PAPHUR0-WM","Immediately","no","2021-12-27","","2021-11-04","","PELITA ABADI JAYA, CV","MITRA ABADI PRINTING; PELITA ABADI JAYA, CV","Draft"
"STIC-SBMPS100R1-W","STIC-SBMPS100-WGCC","Immediately","no","2021-12-27","","2021-10-25","","BEST LABEL, PT","BEST LABEL, PT","Draft"
"STIC-VCGRP12R1-W","STIC-VCGRP12R0-W","Immediately","yes","2021-12-27","","2021-07-08","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Confirmed"
"STIC-VCGRP13R1-W","STIC-VCGRP13R0-W","Immediately","yes","2021-12-27","","2021-07-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Confirmed"
"STIC-VHGCC21R1-MO","STIC-VHGCC21R0-MO","Immediately","no","2021-12-27","","2021-09-06","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-VHGCN10R1-MO","STIC-VHGCN10R0-MO","Immediately","no","2021-12-27","","2021-09-06","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-VHGCW22R1-MO","STIC-VHGCW22R0-MO","Immediately","no","2021-12-27","","2021-09-06","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-VHGCW41R1-MO","STIC-VHGCW41R0-MO","Immediately","no","","","2022-02-23","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-VHGCW42R1-MO","STIC-VHGCW42R0-MO","Immediately","no","2021-12-27","","2021-09-07","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-VIBBM01R1-W","STIC-BCIBBM1R0-WPWNF","Flow Through","no","","","","","","PELITA ABADI JAYA, CV","Draft"
"STIC-VIBBM02R1-W","STIC-BCIBBM2R0-WPWNF","Flow Through","no","","","","","","PELITA ABADI JAYA, CV","Draft"
"STIC-VPCTWC01R1-MO","STIC-BCPCTWC01-MOPPW","Flow Through","no","","","2022-01-04","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-VPCTWC04R1-MO","STIC-BCPCTWC04-MOPPW","Flow Through","no","","","2022-01-04","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-VPCTWC06R1-MO","STIC-BCPCTWC06-MOPPW","Flow Through","no","","","2022-01-04","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-VPCTWC07R1-MO","STIC-BCPCTWC07-MOPPW","Flow Through","no","","","2022-01-04","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-VPCTWC08R1-MO","STIC-BCPCTWC08-MOPPW","Flow Through","no","","","2022-01-04","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-VPCTWCR01R1-MO","STIC-BCPCTWCR1-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-VPCTWCR02R1-MO","STIC-BCPCTWCR2-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-VPCTWCR03R1-MO","STIC-BCPCTWCR3-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-VPCTWCR04R1-MO","STIC-BCPCTWCR4-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-VPCTWCR05R1-MO","STIC-BCPCTWCR5-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-VPCTWCR06R1-MO","STIC-BCPCTWCR6-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-VPCTWCR07R1-MO","STIC-BCPCTWCR7-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","","Draft"
"STIC-VPCTWCR08R1-MO","STIC-BCPCTWCR8-MO","Flow Through","no","","","","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"TUBE-BRBRC10R1-L","TUBE-BRBRC10R0-L","Immediately","no","2021-12-27","","2021-10-07","","BETTS INDONESIA, PT","","Draft"
"TUBE-BSFSC50R1-EPBL","TUBE-BSFSC50-EPBL","Immediately","no","2021-12-27","","2021-05-10","","KIMPAI DYNA TUBE, PT","KIMPAI DYNA TUBE, PT","Draft"
"TUBE-BSTUCR2-E","TUBE-BSTUCR1-E","Immediately","no","2021-12-27","","2021-09-20","","RAPID PLAST INDONESIA, PT","RAPID PLAST INDONESIA, PT","Draft"
"TUBE-CDECW100R1-W2L","TUBE-CDECW100R0-W2L","Flow Through","yes","2021-12-27","","2021-05-20","","BUMIMULIA INDAH LESTARI, PT","RAPID PLAST INDONESIA, PT","Draft"
"TUBE-CDECW60R1-W2L","TUBE-CDECW60R0-W2L","Flow Through","yes","2021-12-27","","2021-05-20","","BUMIMULIA INDAH LESTARI, PT","RAPID PLAST INDONESIA, PT","Draft"
"TUBE-CJFMR2-E5L","TUBE-CJFMR1-E5L","Immediately","no","","","","","RAPID PLAST INDONESIA, PT","RAPID PLAST INDONESIA, PT","Draft"
"TUBE-CSFCNAP100R1-W","TUBE-CSFCNAP100R0-W","Immediately","no","","","2022-04-20","","BETTS INDONESIA, PT","BETTS INDONESIA, PT","Draft"
"TUBE-CSMMC100R1-W","TUBE-CSMMC100R0-W","Immediately","no","","","2022-07-12","","BETTS INDONESIA, PT","BETTS INDONESIA, PT","Draft"
"TUBE-ESBSPFR1-EBIL","TUBE-ESBSPFR0-E","Flow Through","yes","","","","","","BUMIMULIA INDAH LESTARI, PT","Draft"
"TUBE-LBBCL15R2-W","TUBE-LBBCL15-W2580","Flow Through","no","","","2022-03-18","","RAPID PLAST INDONESIA, PT","RAPID PLAST INDONESIA, PT","Draft"
"TUBE-LBBCL30R4-W","TUBE-LBBCL30R3-W2580","Flow Through","yes","","","2022-01-07","","CAHAYA JAKARTA PACKAGING, PT","CAHAYA JAKARTA PACKAGING, PT","Draft"
"TUBE-LBBCN15R2-W","TUBE-LBBCN15-W2580","Flow Through","no","","","2022-03-18","","RAPID PLAST INDONESIA, PT","RAPID PLAST INDONESIA, PT","Draft"
"TUBE-LBBCN30R4-W","TUBE-LBBCN30R3-W3095","Flow Through","yes","","","2022-01-07","","CAHAYA JAKARTA PACKAGING, PT","CAHAYA JAKARTA PACKAGING, PT","Draft"
"TUBE-LSAR1-W","TUBE-LSAR0-W","Immediately","no","2021-12-27","","2021-11-19","","TOP TREND MANUFACTURING, CO.,LTD","TOP TREND MANUFACTURING, CO.,LTD","Draft"
