"Korporat Code","Factory","Lifecycle"
"F-EVLLF03-W","JTK02","existing"
"F-EVLLF04-W","JTK02","existing"
"LB-EVLNGT-BULK","JTK04",""
"LB-EVLNGT-W4G","JTK04","existing"
"LB-EVLNH-BULK","JTK04",""
"LB-EVLNH-W4G","JTK04","existing"
"B-ESFBBLP-W8GR","JTK01","to be discontinued"
"L-EVLCR1-BULK","JTK01",""
"L-EVLCR1-W","JTK04","new product"
"L-EVLCR2-BULK","JTK01",""
"L-EVLCR2-W","JTK04","new product"
"L-EVLCR3-BULK","JTK01",""
"L-EVLCR3-W","JTK04","new product"
"L-EVLCR4-BULK","JTK01",""
"L-EVLCR4-W","JTK04","new product"
"L-EVLCR5-BULK","JTK01",""
"L-EVLCR5-W","JTK04","new product"
"BO-E01-W-BULK","JTK01",""
"BO-E01-W","JTK01","existing"
"BO-E02-W-BULK","JTK01",""
"BO-E02-W","JTK01","existing"
"BO-RE02-W","JTK01","new product"
"BO-RE01-W","JTK01","new product"
"BRUS-EBS-W","JTK06","new product"
"CON-E01-BULK","JTK02","initial"
"CON-E01-W","JTK02","new product"
"CON-E02-BULK","JTK02","initial"
"CON-E02-W","JTK02","new product"
"CON-E03-BULK","JTK02","initial"
"CON-E03-W","JTK02","new product"
"CON-E04-BULK","JTK02","initial"
"CON-E04-W","JTK02","new product"
"F-RECF01-BULK","JTK04",""
"F-WOECB5101-W10GR","JTK06","to be discontinued"
"F-RECF01-W","JTK04","existing"
"F-RECF02-BULK","JTK04",""
"F-WOECSP02-W10GR","JTK06","to be discontinued"
"F-RECF02-W","JTK04","existing"
"F-RECF03-BULK","JTK04",""
"F-WOECSB03-W10GR","JTK06","inactive"
"F-RECF03-W","JTK04","to be discontinued"
"F-RECF04-BULK","JTK04",""
"F-WOECN04-W10GR","JTK06","to be discontinued"
"F-RECF04-W","JTK04","to be discontinued"
"F-RECF05-BULK","JTK04",""
"F-WOECCB05-W10GR","JTK04","inactive"
"F-RECF05-W","JTK04","to be discontinued"
"ES-EP01-W","JTK01","existing"
"ES-EP02-W","JTK01","existing"
"CUS-EFC01I-W","JTK02","new product"
"CUS-EFC01-W","JTK02","existing"
"CUS-R2EFC01-W","JTK02","new product"
"CUS-EFC01LE-W","JTK02","new product"
"CUS-EFC02-W","JTK02","existing"
"CUS-R2EFC02-W","JTK02","new product"
"CUS-EFC02LE-W","JTK02","new product"
"CUS-EFC02I-W","JTK02","new product"
"CUS-EFC03I-W","JTK02","new product"
"CUS-EFC03-W","JTK02","existing"
"CUS-R2EFC03-W","JTK02","new product"
"CUS-EFC03LE-W","JTK02","new product"
"CUS-EFC04I-W","JTK02","new product"
"CUS-R2EFC04-W","JTK02","new product"
"CUS-EFC04-W","JTK02","existing"
"CUS-EFC04LE-W","JTK02","new product"
"CUS-EFC05-BULK","JTK02",""
"CUS-EFC05-W","JTK02","new product"
"CUS-EFC05I-W","JTK02","new product"
"CUS-EFC06-BULK","JTK02",""
"CUS-EFC06-W","JTK02","new product"
"CUS-EFC06I-W","JTK02","new product"
"CUS-EFC01C-W","JTK02","initial"
"CUS-EFC02C-W","JTK02","initial"
"CUS-EFC03C-W","JTK02","initial"
"CUS-EFC04C-W","JTK02","initial"
"CUS-R2EFC01-BULK","JTK02","initial"
"CUS-R2EFC02-BULK","JTK02","initial"
"CUS-R2EFC03-BULK","JTK02","initial"
"CUS-R2EFC04-BULK","JTK02","initial"
"FA-EGH-BULK","JTK01",""
"FA-EGH-W","JTK01","existing"
"L-ELT-W","JTK04","initial"
"L-EWRC39-W3,8GRAM","","inactive"
"F-RELF01-BULK","JTK02",""
"F-RELF01-W","JTK02","existing"
"F-RRELF01-W","JTK02","new product"
"F-WOELB5101-W20ML","JTK02","inactive"
"F-RELF02-BULK","JTK02",""
"F-RRELF02-W","JTK02","new product"
"F-RELF02-W","JTK02","existing"
"F-WOELSP02-W20ML","JTK02","to be discontinued"
"F-RELF03-BULK","JTK02",""
"F-WOELSB03-W20ML","JTK02","to be discontinued"
"F-RRELF03-W","JTK02","new product"
"F-RELF03-W","JTK02","existing"
"F-RELF04-BULK","JTK02",""
"F-RELF04-W","JTK02","existing"
"F-WOELN04-W20ML","JTK02","to be discontinued"
"F-RRELF04-W","JTK02","new product"
"F-RELF05-BULK","JTK02",""
"F-RELF05-W","JTK02","existing"
"F-RRELF05-W","JTK02","new product"
"F-WOELCB05-W20ML","JTK02","to be discontinued"
"F-RRRELF05-W","JTK02","new product"
"F-RELF06-W","JTK02","new product"
"L-REMA09-BULK","JTK04",""
"L-EMC01-W4GR","JTK04","existing"
"L-EMC01DP-W","JTK04","new product"
"L-EMC02-W4GR","JTK04","existing"
"L-EMC02DP-W","JTK04","new product"
"L-EMC03-W4GR","JTK04","existing"
"L-EMC03DP-W","JTK04","new product"
"L-EMC04-W4GR","JTK04","existing"
"L-EMC04DP-W","JTK04","new product"
"L-EMC05-W4GR","JTK04","existing"
"L-EMC05DP-W","JTK04","new product"
"L-EMC06-W4GR","JTK04","existing"
"L-EMC06DP-W","JTK04","new product"
"L-EMC07-W4GR","JTK04","existing"
"L-EMC07DP-W","JTK04","new product"
"L-EMC08-W4GR","JTK04","existing"
"L-EMC08DP-W","JTK04","new product"
"L-EMC09DP-W","JTK04","new product"
"L-EMC09-W4GR","JTK04","existing"
"L-EMC10-W4GR","JTK04","existing"
"L-EMC10DP-W","JTK04","new product"
"L-EMC11DP-W","JTK04","new product"
"L-EMC11-W4GR","JTK04","existing"
"L-EMC12-W4GR","JTK04","existing"
"L-EMC12DP-W","JTK04","new product"
"L-EMC13-W4GR","JTK04","existing"
"L-EMC13DP-W","JTK04","new product"
"L-EMC14-W4GR","JTK04","existing"
"L-EMC14DP-W","JTK04","new product"
"L-EMC15-W4GR","JTK04","existing"
"L-EMC15DP-W","JTK04","new product"
"L-EMC16-W4GR","JTK04","existing"
"L-EMC16DP-W","JTK04","new product"
"L-EMC17-W4GR","JTK04","existing"
"L-EMC17DP-W","JTK04","new product"
"L-EMC18-W4GR","JTK04","existing"
"L-EMC18DP-W","JTK04","new product"
"L-EMC05MM-W","JTK04","existing"
"L-EMC08MM-W","JTK04","existing"
"L-EMC09MM-W","JTK04","existing"
"L-R2EMC01-BULK","JTK04","initial"
"L-R2EMC01-W","JTK04","new product"
"L-R2EMC03-BULK","JTK04","initial"
"L-R2EMC03-W","JTK04","new product"
"L-R2EMC05-BULK","JTK04","initial"
"L-R2EMC05-W","JTK04","new product"
"L-R2EMC06-BULK","JTK04","initial"
"L-R2EMC06-W","JTK04","new product"
"L-R2EMC07-BULK","JTK04","initial"
"L-R2EMC07-W","JTK04","new product"
"L-R2EMC08-BULK","JTK04","initial"
"L-R2EMC08-W","JTK04","new product"
"L-R2EMC09-BULK","JTK04","initial"
"L-R2EMC09-W","JTK04","new product"
"L-R2EMC11-BULK","JTK04","initial"
"L-R2EMC11-W","JTK04","new product"
"L-R2EMC12-BULK","JTK04","initial"
"L-R2EMC12-W","JTK04","new product"
"L-R2EMC13-BULK","JTK04","initial"
"L-R2EMC13-W","JTK04","new product"
"L-R2EMC14-W","JTK04","initial"
"L-R2EMC16-BULK","JTK04","initial"
"L-R2EMC16-W","JTK04","new product"
"L-R2EMC17-BULK","JTK04","initial"
"L-R2EMC17-W","JTK04","new product"
"L-EMCA-BULK","JTK04","initial"
"L-EMCA-W","JTK04","new product"
"L-EMCB-BULK","JTK04","initial"
"L-EMCB-W","JTK04","new product"
"L-EMCC-BULK","JTK04","initial"
"L-EMCC-W","JTK04","new product"
"L-EMCD-BULK","JTK04","initial"
"L-EMCD-W","JTK04","new product"
"L-EMCE-BULK","JTK04","initial"
"L-EMCE-W","JTK04","new product"
"L-EMCF-BULK","JTK04","initial"
"L-EMCF-W","JTK04","new product"
"L-EMCAC08-W","JTK02","inactive"
"L-EMCAC09-BULK","JTK02",""
"L-EMCAC09-W","JTK02","to be discontinued"
"L-EMCAC10-W","JTK02","to be discontinued"
"L-REMA01-BULK","JTK04",""
"L-REMA01-W","JTK04","existing"
"L-REMA02-BULK","JTK04",""
"L-REMA02-W","JTK04","existing"
"L-REMA03-BULK","JTK04",""
"L-REMA03-W","JTK04","existing"
"L-REMA04-BULK","JTK04",""
"L-REMA04-W","JTK04","existing"
"L-REMA05-BULK","JTK04",""
"L-REMA05-W","JTK04","existing"
"L-REMA06-BULK","JTK04",""
"L-REMA06-W","JTK04","existing"
"L-REMA09-W","JTK04","existing"
"L-REMA12-BULK","JTK04",""
"L-REMA12-W","JTK04","existing"
"L-REMA13-BULK","JTK04",""
"L-REMA13-W","JTK04","existing"
"L-REMA16-BULK","JTK04",""
"L-REMA16-W","JTK04","existing"
"L-REMA17-BULK","JTK04",""
"L-REMA17-W","JTK04","existing"
"L-REMA18-BULK","JTK04",""
"L-REMA18-W","JTK04","existing"
"L-REMO20-BULK","JTK04",""
"L-REMO20-W","JTK04","existing"
"L-REMO21-BULK","JTK04",""
"L-REMO21-W","JTK04","existing"
"L-REMO23-BULK","JTK04",""
"L-REMO23-W","JTK04","existing"
"L-REMO26-BULK","JTK04",""
"L-REMO26-W","JTK04","existing"
"L-REMO29-BULK","JTK04",""
"L-REMO29-W","JTK04","existing"
"L-REMO30-BULK","JTK04",""
"L-REMO30-W","JTK04","existing"
"L-REMO32-BULK","JTK04",""
"L-REMO32-W","JTK04","existing"
"L-REMO35-BULK","JTK04",""
"L-REMO35-W","JTK04","existing"
"L-REMO36-BULK","JTK04",""
"L-REMO36-W","JTK04","existing"
"L-REMO41-BULK","JTK04",""
"L-REMO41-W","JTK04","existing"
"L-REMO43-BULK","JTK04",""
"L-REMO43-W","JTK04","existing"
"L-REMO46-BULK","JTK04",""
"L-REMO46-W","JTK04","existing"
"PRM-E-W","JTK02","initial"
"ES-REP01-W","JTK01","new product"
"ES-REP02-W","JTK01","new product"
"FA-RE-W","JTK01","new product"
"F-RRELF06-W","JTK02","new product"
"F-RRELF07-W","JTK02","new product"
"F-RRELF08-W","JTK02","new product"
"F-RRELF09-W","JTK02","initial"
"P-EXR-W","JTK06","new product"
"FA-E-W","JTK02","initial"
"TC-W0EB4C1-W12GR","JTK01","to be discontinued"
"TC-R2E01-W","JTK01","new product"
"TC-RE01-W","JTK01","existing"
"TC-RE02-W","JTK01","existing"
"TC-R2E02-W","JTK01","new product"
"TC-W0ESPC2-W12GR","JTK01","to be discontinued"
"TC-RE03-W","JTK01","existing"
"TC-R2E03-W","JTK01","new product"
"TC-W0ESBC3-W12GR","JTK01","to be discontinued"
"TC-RE04-W","JTK01","existing"
"TC-R2E04-W","JTK01","new product"
"TC-W0ENC4-W12GR","JTK01","to be discontinued"
"TC-R2E05-W","JTK01","new product"
"TC-RE05-W","JTK01","existing"
"TC-W0ECBC5-W12GR","JTK01","to be discontinued"
"TC-R2E06-W","JTK01","new product"
"TC-R2E07-W","JTK01","new product"
"TC-R2E08-W","JTK01","new product"
"L-EMM01-W","JTK04","new product"
"L-EMM02-W","JTK04","new product"
"L-EMM03-W","JTK04","new product"
"L-EMM04-W","JTK04","new product"
"L-EMM05-W","JTK04","new product"
"L-EMM06-W","JTK04","new product"
"L-EMM07-W","JTK04","new product"
"L-EMM08-W","JTK04","new product"
"L-EMM09-W","JTK04","new product"
"L-EMM10-W","JTK04","new product"
"L-EMM11-W","JTK04","new product"
"L-EMM12-W","JTK04","new product"
"EB-W1BL-W","JTK06","to be discontinued"
"EB-W1BR-W","JTK06","to be discontinued"
"EL-W1B-WTA","JTK06","existing"
"EL-W1C-WTA","","inactive"
"EL-W1W-WTA","JTK06","to be discontinued"
"ES-W1A-W3,3GR","JTK01","existing"
"ES-W1B-W3,3GR","JTK01","to be discontinued"
"ES-W1C-W3,3GR","JTK01","to be discontinued"
"ES-W1D-W3,3GR","JTK01","to be discontinued"
"ES-W1E-W3,3GR","JTK01","to be discontinued"
"ES-W1F-W3,3GR","JTK01","to be discontinued"
"ES-W1G-W3,3GR","JTK01","existing"
"ES-W0H-W3,3GR","JTK01","to be discontinued"
"ES-W0I-W3,3GR","JTK01","existing"
"ES-W0J-W3,3GR","JTK01","to be discontinued"
"ES-W0K-W3,3GR","JTK01","to be discontinued"
"ES-W0L-W3,3GR","JTK01","to be discontinued"
"ES-W0M-W3,3GR","JTK01","to be discontinued"
"ES-W0N-W3,3GR","JTK01","to be discontinued"
"MASK-EEAL-W6GR","JTK02","existing"
"REM-EEM-W100ML","JTK02","existing"
"REM-EELM-W100ML","","inactive"
"REM-EEM-W50ML","JTK02","existing"
"REM-EELM-W50ML","","inactive"
"EB-EK-W3G","JTK04","existing"
"EB-EPBL-W","JTK06","existing"
"EB-REPBL-W","JTK06","existing"
"EB-REPBR-W","JTK06","existing"
"EB-EPBR-W","JTK06","to be discontinued"
"ES-ECL-W3,3GR","JTK01","existing"
"ES-EPS-W3,3GR","JTK01","existing"
"EB-EXPMBD01-W","JTK06","new product"
"EB-EXPMBD02-W","JTK06","new product"
"EB-EXPMBD03-W","JTK06","new product"
"EB-EMBBR-W0,09GR","JTK06","inactive"
"EB-EMBDG-W0,09GR","JTK06","inactive"
"EL-EOHB-W1GR","JTK06","existing"
"P-EPMLM-W","","inactive"
"MASK-EEPC-W7GR","JTK02","existing"
"MASK-EEVE-W7GR","JTK02","existing"
"P-EL1E-W","","inactive"
"P-EL2E-W","","inactive"
"SRM-ELB-W","JTK02","new product"
"SRM-ELB-BULK","JTK02","initial"
"EL-ESG-W2GR","JTK04","to be discontinued"
"EL-ESG-W2,3GR","JTK06","inactive"
"EL-ESL-W3,5GR","JTK02","existing"
"SRM-W0ND-W5X5ML","","inactive"
"SRM-W0NO-W5X5ML","","inactive"
"HC-HF-W170ML","JTK02","existing"
"S-USS-BULK","JTK02",""
"S-HTN3-W","JTK02","new product"
"S-USSEC-W","JTK02","new product"
"S-RUSSEC-W","JTK02","initial"
"S-US-W170ML","JTK02","existing"
"S-USGWP-W170ML","JTK06","to be discontinued"
"S-HTN2-W","JTK02","inactive"
"P-HJCP2-W","","initial"
"P-HJCP3-W","","initial"
"HBL-W0E-W200ML","JTK02","inactive"
"HBL-W0F-W200ML","JTK02","to be discontinued"
"HBL-W0I-W200ML","JTK02","to be discontinued"
"HBL-W0S-W200ML","JTK02","inactive"
"HBL-W0SR-W200ML","JTK02","to be discontinued"
"HS-NSNP-W","JTK02","initial"
"S-W0HTNP-W40ML","JTK02","initial"
"FW-NSHTC-W","JTK02","initial"
"REM-RCO-W","JTK02","inactive"
"M-RHDG-BULK","JTK02",""
"M-RHDGN2-W","JTK02","existing"
"M-RHDGN1-W","JTK02","existing"
"M-RHDGN3-W","JTK02","new product"
"P-RHDSSK-W","JTK02","existing"
"FMI-RHFMA-BULK","JTK02",""
"FMI-RHFMB-BULK","JTK02",""
"FMI-RHFM-W","JTK02","inactive"
"FW-RHMFN2-W","JTK02","new product"
"FW-RHMF-BULK","JTK02",""
"FW-RHMF-W","JTK02","existing"
"SRM-RIH-BULK","JTK02",""
"P-BHRFWSRMP2-W","JTK02","initial"
"SRM-RIH-W","JTK02","existing"
"M-RHOVN-BULK","JTK02",""
"M-RHOVN2-W","JTK02","existing"
"M-RHOVN1-W","JTK02","existing"
"FT-RIHT-BULK","JTK02",""
"FT-RIHT-W","JTK02","existing"
"FT-RIHTN3-BULK","JTK02",""
"FT-RIHTN3-W","JTK02","inactive"
"P-BHRFWSRMP1-W","JTK02","initial"
"HBL-HAVG-W100ML","JTK02","inactive"
"CM-W3CND-W150ML","JTK02","inactive"
"FT-W0ND-W150ML","JTK02","inactive"
"SRM-W3ND-W5X5ML","JTK02","inactive"
"M-W3C-W40ML","JTK02","inactive"
"FT-W3ND-W150ML","JTK02","inactive"
"L-W1HYIPC1-W3,8GR","JTK04","to be discontinued"
"L-W1HYAPC2-W3,8GR","JTK04","to be discontinued"
"L-W1HYSBC3-W3,8GR","JTK04","to be discontinued"
"L-W1HYGPC4-W3,8GR","JTK04","to be discontinued"
"L-IPAM01-BULK","JTK04","initial"
"L-IPAM01-W","JTK04","new product"
"L-IPAM02-BULK","JTK04","initial"
"L-IPAM02-W","JTK04","new product"
"L-IPAM03-BULK","JTK04","initial"
"L-IPAM03-W","JTK04","new product"
"P-IPF-W","JTK06","inactive"
"EB-IPBB3M01-W","JTK04","inactive"
"EB-IPBB3M02-W","JTK04","to be discontinued"
"BO-IPBCBBC01-W","","to be discontinued"
"BO-IPBCBBC02-W","JTK04","to be discontinued"
"L-IPBGC01-W","JTK04","inactive"
"L-IPBGC02-W","JTK04","to be discontinued"
"L-IPBGC03-W","JTK04","to be discontinued"
"L-IPBMLMP01-W","JTK04","inactive"
"L-IPBMLMP02-W","JTK04","to be discontinued"
"L-IPBMLMP06-W","JTK04","to be discontinued"
"L-IPBMLMP07-W","JTK04","to be discontinued"
"L-IPBMLMP08-W","JTK04","to be discontinued"
"L-IPBMLMP09-W","JTK04","to be discontinued"
"CUS-IPBB11-W","JTK06","to be discontinued"
"CUS-IPBB12-W","JTK06","to be discontinued"
"CUS-IPBB13-W","JTK06","to be discontinued"
"CUS-IPBB14-W","JTK02","to be discontinued"
"EB-IPB3M01-BULK","JTK04",""
"EB-IPB3M01-W5.5G","JTK04","existing"
"EB-RIPB3M01-W","JTK04","new product"
"EB-IPB3M02-BULK","JTK04",""
"EB-RIPB3M02-W","JTK04","new product"
"EB-IPB3M02-W5.5G","JTK04","existing"
"EB-IPEM01-W","JTK06","existing"
"EB-IPEM02-W","JTK06","existing"
"P-IPBGA-W","","inactive"
"P-IPBGB-W","","inactive"
"P-IPBGC-W","","inactive"
"P-IPBGD-W","JTK06","inactive"
"BO-IPCBBC01-W5.6G","JTK06","existing"
"BO-IPCBBC02-W5.6G","JTK06","existing"
"BO-IPDFL01-W","JTK02","new product"
"BO-IPDFL02-W","JTK02","new product"
"BO-IPDFL03-W","JTK02","new product"
"EL-IPDM-W0.2G","JTK06","to be discontinued"
"L-IPEI01-BULK","JTK04",""
"L-IPEI01-W","JTK04","to be discontinued"
"L-IPEI02-BULK","JTK04",""
"L-IPEI02-W","JTK04","to be discontinued"
"L-IPEI03-BULK","JTK04",""
"L-IPEI03-W","JTK04","to be discontinued"
"L-IPEI04-BULK","JTK04",""
"L-IPEI04-W","JTK04","to be discontinued"
"L-IPEI05-BULK","JTK04",""
"L-IPEI05-W","JTK04","to be discontinued"
"L-IPEI06-BULK","JTK04",""
"L-IPEI06-W","JTK04","to be discontinued"
"L-IPEI07-BULK","JTK04",""
"L-IPEI07-W","JTK04","to be discontinued"
"L-IPEI08-BULK","JTK04",""
"L-IPEI08-W","JTK04","to be discontinued"
"L-IPEI09-W","JTK04","to be discontinued"
"L-IPEI09-BULK","JTK04",""
"L-IPEI10-W","JTK04","to be discontinued"
"L-IPEI10-BULK","JTK04",""
"L-IPEI11-W","JTK04","to be discontinued"
"L-IPEI11-BULK","JTK04",""
"L-IPEI12-W","JTK04","to be discontinued"
"L-IPEI12-BULK","JTK04",""
"EB-IPGMC01-W0.25G","JTK06","to be discontinued"
"EB-IPGMC02-W0.25G","JTK06","to be discontinued"
"L-IPGC01-BULK","JTK04",""
"L-IPGC01-W2.7G","JTK04","existing"
"L-IPGC02-W2.7G","JTK04","existing"
"L-IPGC03-BULK","JTK04",""
"L-IPGC03-W2.7G","JTK04","existing"
"EL-RIPHPB-W","JTK02","new product"
"EL-IPHPB-W1G","JTK06","existing"
"EL-R2IPHPB-W","JTK06","new product"
"L-IPCS04-BULK","JTK02",""
"L-IPCS04-W","JTK02","new product"
"L-IPCS03-BULK","JTK02",""
"L-IPCS03-W","JTK02","new product"
"L-IPCS01-BULK","JTK02",""
"L-IPCS01-W","JTK02","new product"
"L-IPCS02-BULK","JTK02",""
"L-IPCS02-W","JTK02","new product"
"L-IPCS05-BULK","JTK02",""
"L-IPCS05-W","JTK02","new product"
"L-IPCS06-BULK","JTK02",""
"L-IPCS06-W","JTK02","new product"
"TC-IPMFPF11-W13G","JTK01","to be discontinued"
"TC-IPMFPF12-W13G","JTK01","to be discontinued"
"TC-IPMFPF13-W13G","JTK01","to be discontinued"
"TC-IPMFPF14-W13G","JTK01","to be discontinued"
"TC-RVIPMFPF11-W","JTK01","inactive"
"TC-RVIPMFPF12-W","JTK01","inactive"
"TC-RVIPMFPF13-W","JTK01","inactive"
"TC-RVIPMFPF14-W","JTK01","inactive"
"L-IPMC01-BULK","JTK04",""
"L-IPMC01-W3G","JTK04","existing"
"L-IPMC02-BULK","JTK04",""
"L-IPMC02-W3G","JTK04","existing"
"L-IPMC03-BULK","JTK04",""
"L-IPMC03-W3G","JTK04","existing"
"L-IPMC04-BULK","JTK04",""
"L-IPMC04-W3G","JTK04","existing"
"L-IPMC05-BULK","JTK04",""
"L-IPMC05-W3G","JTK04","existing"
"L-IPMC06-W3G","JTK04","existing"
"L-IPMLMP01-BULK","JTK04",""
"L-IPMLMP01-W5.5G","JTK04","to be discontinued"
"L-IPMLMP02-BULK","JTK04",""
"L-IPMLMP02-W5.5G","JTK04","to be discontinued"
"L-IPMLMP03-BULK","JTK04",""
"L-IPMLMP03-W5.5G","JTK04","to be discontinued"
"L-IPMLMP04-BULK","JTK04",""
"L-IPMLMP04-W5.5G","JTK04","to be discontinued"
"L-IPMLMP05-BULK","JTK04",""
"L-IPMLMP05-W5.5G","JTK04","to be discontinued"
"L-IPMLMP06-BULK","JTK04",""
"L-IPMLMP06-W","JTK04","to be discontinued"
"L-IPMLMP07-BULK","JTK04",""
"L-IPMLMP07-W","JTK04","to be discontinued"
"L-IPMLMP08-BULK","JTK04",""
"L-IPMLMP08-W","JTK04","to be discontinued"
"L-IPMLMP09-BULK","JTK04",""
"L-IPMLMP09-W","JTK04","to be discontinued"
"L-RRIPLMP15-W","JTK04","new product"
"L-IPMMS01-W3.5G","JTK04","existing"
"L-IPMMS02-W3.5G","JTK04","existing"
"L-IPMMS03-W3.5G","JTK04","existing"
"L-IPMMS04-W3.5G","JTK04","existing"
"L-IPMMS05-W3.5G","JTK04","existing"
"L-IPMMS01-BULK","JTK04",""
"L-IPMMS02-BULK","JTK04",""
"L-IPMMS03-BULK","JTK04",""
"L-IPMMS05-BULK","JTK04",""
"CUS-IPMB11-W15G","JTK06","to be discontinued"
"CUS-IPMB12-W15G","JTK06","to be discontinued"
"CUS-IPMB13-W15G","JTK06","to be discontinued"
"CUS-IPMB14-W15G","JTK06","to be discontinued"
"CUS-RVIPMB11-W","JTK06","inactive"
"CUS-RVIPMB12-W","JTK06","inactive"
"CUS-RVIPMB13-W","JTK06","inactive"
"CUS-RVIPMB14-W","JTK06","inactive"
"L-IPMLMP10-BULK","JTK04","initial"
"L-IPMLMP11-BULK","JTK04","initial"
"L-IPMLMP12-BULK","JTK04","initial"
"L-IPMLMP13-BULK","JTK04","initial"
"L-IPMLMP14-BULK","JTK04","initial"
"L-IPMLMP15-BULK","JTK04","initial"
"PRM-IPPF-W20ML","JTK02","to be discontinued"
"PRM-RIPPF-W","JTK02","new product"
"CON-IPQFCC01-W1.8G","JTK06","to be discontinued"
"CON-IPQFCC02-W1.8G","JTK06","to be discontinued"
"ES-IPSCP-W-02-BULK","JTK01",""
"ES-IPSCP-W","JTK01","existing"
"P-IPSA-W","JTK06","inactive"
"P-IPSB-W","JTK06","inactive"
"P-IPSC-W","","inactive"
"P-IPSD-W","","inactive"
"P-IPSE-W","JTK06","inactive"
"P-IPSF-W","JTK06","inactive"
"P-IPUPA-W","","to be discontinued"
"P-IPUPB-W","","inactive"
"L-UM04-BULK","JTK04",""
"L-UM01-BULK","JTK04",""
"L-UM01-W2,5GR","JTK04","inactive"
"L-IM01-W2.3G","JTK04","to be discontinued"
"L-UM02-BULK","JTK04",""
"L-UM02-W2,5GR","JTK04","inactive"
"L-IM02-W2.3G","JTK04","to be discontinued"
"L-UM03-BULK","JTK04",""
"L-UM03-W2,5GR","JTK04","inactive"
"L-IM03-W2.3G","JTK04","to be discontinued"
"L-UM04-W2,5GR","JTK04","inactive"
"L-IM04-W2.3G","JTK04","to be discontinued"
"L-UM05-BULK","JTK04",""
"L-UM05-W2,5GR","JTK04","inactive"
"L-IM05-W2.3G","JTK04","to be discontinued"
"L-UM06-BULK","JTK04",""
"L-UM06-W2,5GR","JTK04","inactive"
"L-IM06-W2.3G","JTK04","to be discontinued"
"L-UM07-BULK","JTK04",""
"L-UM07-W2,5GR","JTK04","inactive"
"L-IM07-W2.3G","JTK04","to be discontinued"
"L-UM08-BULK","JTK04",""
"L-UM08-W2,5GR","JTK04","inactive"
"L-IM08-W2.3G","JTK04","to be discontinued"
"L-UM09-BULK","JTK04",""
"L-UM09-W2,5GR","JTK04","inactive"
"L-IM09-W2.3G","JTK04","to be discontinued"
"L-UM10-BULK","JTK04",""
"L-UM10-W2,5GR","JTK04","inactive"
"L-IM10-W2.3G","JTK04","to be discontinued"
"L-UM11-W2,5GR","JTK04","inactive"
"L-IM11-W2.3G","JTK04","to be discontinued"
"L-UM11-BULK","JTK04",""
"L-UM12-W2,5GR","JTK04","inactive"
"L-IM12-W2.3G","JTK04","to be discontinued"
"L-UM12-BULK","JTK04",""
"L-IM13-W2.3G","JTK04","to be discontinued"
"L-IM14-W2.3G","JTK04","to be discontinued"
"L-IM15-W2.3G","JTK04","to be discontinued"
"L-IM16-W2.3G","JTK04","to be discontinued"
"HBL-IS-W100ML","JTK02","to be discontinued"
"IN-W2TC-W30GR","JTK06","initial"
"TC-LPGBB01-W11GR","JTK01","to be discontinued"
"TC-LPGBB02-W11GR","JTK01","to be discontinued"
"TC-LPGBB03-W11GR","JTK01","to be discontinued"
"BBC-RL01N2-W","JTK02","initial"
"BBC-RL01N1-W","JTK02","initial"
"BBC-RL02N2-W","JTK02","initial"
"BBC-RL02N1-W","JTK02","initial"
"BBC-LL-W15ML","JTK02","existing"
"BBC-LL-W30ML","JTK02","existing"
"BBC-LN-W15ML","JTK02","existing"
"BBC-LN-W30ML","JTK02","existing"
"FM-RLN2-W","JTK02","existing"
"FM-RLN2-BULK","JTK02",""
"HBL-W1L1-W150ML","JTK02","inactive"
"CM-LCC-BULK","JTK02",""
"CM-LCC-W","JTK02","existing"
"FW-W3LCF-W100ML","","inactive"
"FW-W3LCF-W60ML","JTK02","inactive"
"M-LDCN1-BULK","JTK02",""
"M-RLDC-W20ML","JTK02","inactive"
"M-RLDC-W30G","JTK02","inactive"
"M-LDCN1-W","JTK02","existing"
"M-LDCN2-W","JTK02","existing"
"M-LDCN3-W","JTK02","inactive"
"M-C1LS1W1-W20ML","JTK02","inactive"
"M-C1LS1W1-W30GR","JTK02","inactive"
"M-W2TC1LS1-W30GR","","initial"
"M-C1LS2W1-W20 ML","JTK02","inactive"
"M-C1LS2W1-W30GR","JTK02","inactive"
"M-C1LS2W1-W36ML","","inactive"
"M-LDGN-BULK","JTK02",""
"M-LDGN2-W","JTK02","existing"
"M-LDGN1-W","JTK02","existing"
"MA-LESM-W","JTK02","existing"
"MA-LESM-BULK","JTK02",""
"MA-W1L1-W60GR","JTK02","inactive"
"FM-RL-BULK","JTK02",""
"FMI-LGT-W","JTK02","existing"
"FMI-LGT-BULK","JTK02",""
"FT-LFT-BULK","JTK02",""
"FT-LFT-W","JTK02","existing"
"FT-W0L-W150ML","JTK02","inactive"
"FT-RL-W150ML","JTK02","inactive"
"FT-W2TL1-W150ML","JTK06","initial"
"FM-RL-W60ML","JTK02","inactive"
"FS-W1L1-W60GR","JTK02","inactive"
"FS-RL-W60ML","JTK02","inactive"
"SRM-RL-W5X5ML","JTK02","inactive"
"SRM-W0L1-W5X5ML","JTK02","inactive"
"FS-RLN2-BULK","JTK02",""
"FS-RLN2-W","JTK02","existing"
"FW-RLN1-W","JTK02","initial"
"FW-RLGW-W100ML","JTK02","inactive"
"FW-W3LGW-W100ML","JTK02","inactive"
