"Korporat Code","General State","MPS Lead Time","Ppc State"
"FW-PBCFLO-W100ML","Confirmed","3","Confirmed"
"FW-PBCFLOP-W","Confirmed","4","Confirmed"
"P-PBCFLO100NFSSHFT-W","Confirmed","0","Draft"
"FW-PBCFLO50-W","Confirmed","4","Confirmed"
"FW-PBCFLO-W60ML","Confirmed","3","Confirmed"
"FW-PBCFLS-W100ML","Confirmed","3","Confirmed"
"FW-PBCFLS100-W","Confirmed","4","Confirmed"
"FW-PBCFLSP-W","Confirmed","4","Confirmed"
"FW-PBCFLS50-W","Confirmed","4","Confirmed"
"FW-PBCFLSN3-W","Confirmed","5","Confirmed"
"FW-PBCFLS-W60ML","Confirmed","4","Confirmed"
"FW-PBCFLSN3H-W","Confirmed","9","Confirmed"
"FW-PBCFBM-W","Confirmed","0","Draft"
"M-PBL-W20ML","Confirmed","5","Confirmed"
"M-RPBSPF30-W","Confirmed","4","Confirmed"
"M-RPBNS20-W","Confirmed","4","Confirmed"
"M-RPBNS-W20ML","Confirmed","9","Confirmed"
"M-RPBSPF-W20ML","Confirmed","9","Confirmed"
"FM-PBPO-W60ML","Confirmed","4","Confirmed"
"M-PBPC-W","Confirmed","5","Confirmed"
"SRM-PB-W","Confirmed","8","Confirmed"
"MA-MSPB-W","Confirmed","10","Confirmed"
"MA-MSPBP-W","Confirmed","10","Confirmed"
"M-PBTUC-W","Confirmed","9","Confirmed"
"REM-PBTUMW-W","Confirmed","4","Confirmed"
"REM-PBTUMWN2-W","Confirmed","5","Confirmed"
"MA-PB-W","Confirmed","5","Confirmed"
"P-PRFA-W","Confirmed","3","Draft"
"P-PRFB-W","Confirmed","3","Draft"
"P-PRFC-W","Confirmed","3","Draft"
"P-CDL-W","Confirmed","10","Confirmed"
"MY-PCDL-W","Confirmed","3","Confirmed"
"P-CDN-W","Confirmed","10","Confirmed"
"MY-PCDN-W","Confirmed","3","Confirmed"
"MUK-P-W","Confirmed","5","Confirmed"
"PUFF-W0N-WP","Confirmed","5","Confirmed"
"MZ-W1M1-W50ML","Confirmed","3","Confirmed"
"MZ-W2TM1-W50ML","Confirmed","3","Confirmed"
"CM-W3CNO-W150ML","Confirmed","5","Confirmed"
"SRM-W3NO-W5X5ML","Confirmed","5","Confirmed"
"M-W3PG-W40ML","Confirmed","5","Confirmed"
"FT-W3NO-W150ML","Confirmed","5","Confirmed"
"CUS-CLPGCRA-W","Confirmed","5","Confirmed"
"CUS-CLPGCRB-W","Confirmed","5","Confirmed"
"CUS-CLPGCRC-W","Confirmed","5","Confirmed"
"CUS-CLPGCRD-W","Confirmed","5","Confirmed"
"CUS-CLPGCRE-W","Confirmed","5","Confirmed"
"CUS-CLPGCRG-W","Confirmed","5","Confirmed"
"CUS-CLPGCRF-W","Confirmed","5","Confirmed"
"CUS-CLPGCRH-W","Confirmed","5","Confirmed"
"B-W1RCL01-W14GR","Confirmed","3","Confirmed"
"B-W0RCL04-W14GR","Confirmed","3","Confirmed"
"B-W3RELCP01-W14G","Confirmed","5","Confirmed"
"B-W3RELCP02-W14G","Confirmed","5","Confirmed"
"B-W3RELCP03-W14G","Confirmed","5","Confirmed"
"B-W3RELCP04-W14G","Confirmed","5","Confirmed"
"B-W3RELFP01-W30G","Confirmed","3","Confirmed"
"B-W3RELFP02-W30G","Confirmed","4","Confirmed"
"B-W3RELFP03-W30G","Confirmed","4","Confirmed"
"B-W3RELFP04-W30G","Confirmed","4","Confirmed"
"TC-W3RELLB1-W12G","Confirmed","3","Confirmed"
"TC-W3RELB2-W12G","Confirmed","3","Confirmed"
"TC-W3RELI3-W12G","Confirmed","3","Confirmed"
"TC-W3RELLI4-W12G","Confirmed","3","Confirmed"
"CUS-RREFC01-W","Confirmed","5","Confirmed"
"CUS-REFC01-W","Confirmed","5","Confirmed"
"CUS-REFC02-W","Confirmed","5","Confirmed"
"CUS-RREFC02-W","Confirmed","5","Confirmed"
"CUS-REFC03-W","Confirmed","5","Confirmed"
"CUS-RREFC03-W","Confirmed","5","Confirmed"
"CUS-REFC04-W","Confirmed","5","Confirmed"
"CUS-RREFC04-W","Confirmed","5","Confirmed"
"TC-W0REB4C1-W12GR","Confirmed","3","Confirmed"
"TC-W0REB4C1-W14GR---","Confirmed","0","Confirmed"
"TC-RRE01-W","Confirmed","4","Confirmed"
"TC-R2RE01-W","Confirmed","3","Confirmed"
"TC-RRE02-W","Confirmed","3","Confirmed"
"TC-R2RE02-W","Confirmed","3","Confirmed"
"TC-W0RESPC2-W12GR","Confirmed","4","Confirmed"
"TC-RRE03-W","Confirmed","3","Confirmed"
"TC-R2RE03-W","Confirmed","3","Confirmed"
"TC-W0RESBC3-W12GR","Confirmed","4","Confirmed"
"TC-RRE04-W","Confirmed","4","Confirmed"
"TC-R2RE04-W","Confirmed","3","Confirmed"
"TC-W0RENC4-W12GR","Confirmed","4","Confirmed"
"TC-R2RE05-W","Confirmed","3","Confirmed"
"TC-RRE05-W","Confirmed","4","Confirmed"
"TC-W0RECBC5-W12GR","Confirmed","5","Confirmed"
"TC-RIPMFPF11-W","Confirmed","5","Confirmed"
"TC-RIPMFPF12-W","Confirmed","4","Confirmed"
"TC-RIPMFPF13-W","Confirmed","4","Confirmed"
"TC-RIPMFPF14-W","Confirmed","4","Confirmed"
"TC-RRIPMFPF11-W","Confirmed","5","Confirmed"
"TC-RRIPMFPF12-W","Confirmed","5","Confirmed"
"TC-RRIPMFPF13-W","Confirmed","5","Confirmed"
"TC-RRIPMFPF14-W","Confirmed","5","Confirmed"
"CUS-RIPMB11-W15G","Confirmed","3","Confirmed"
"CUS-RIPMB12-W15G","Confirmed","3","Confirmed"
"CUS-RIPMB13-W15G","Confirmed","3","Confirmed"
"CUS-RIPMB14-W15G","Confirmed","3","Confirmed"
"CUS-RRIPMB11-W","Confirmed","4","Confirmed"
"CUS-RRIPMB12-W","Confirmed","4","Confirmed"
"CUS-RRIPMB13-W","Confirmed","4","Confirmed"
"CUS-RRIPMB14-W","Confirmed","4","Confirmed"
"TC-RLPGBB01-W11GR","Confirmed","5","Confirmed"
"TC-RLPGBB02-W11GR","Confirmed","4","Confirmed"
"TC-RLPGBB03-W11GR","Confirmed","4","Confirmed"
"TC-RR3LEC01-W","Confirmed","4","Confirmed"
"TC-RR3LEC02-W","Confirmed","4","Confirmed"
"TC-RR3LEC03-W","Confirmed","4","Confirmed"
"TC-RR3LEC04-W","Confirmed","5","Confirmed"
"TC-RR3LLF01-W","Confirmed","4","Confirmed"
"TC-RR4LLF01-W","Confirmed","3","Confirmed"
"TC-RR3LLF02-W","Confirmed","5","Confirmed"
"TC-RR4LLF02-W","Confirmed","3","Confirmed"
"TC-RR4LLF03-W","Confirmed","3","Confirmed"
"TC-RR3LLF03-W","Confirmed","5","Confirmed"
"TC-RR3LLF04-W","Confirmed","5","Confirmed"
"TC-RR4LLF04-W","Confirmed","3","Confirmed"
"TC-RR3LLF05-W","Confirmed","5","Confirmed"
"TC-RR4LLF05-W","Confirmed","3","Confirmed"
"TC-RR3LLF06-W","Confirmed","5","Confirmed"
"TC-RR4LLF06-W","Confirmed","3","Confirmed"
"TC-RR3LLF07-W","Confirmed","5","Confirmed"
"TC-RR4LLF07-W","Confirmed","3","Confirmed"
"TC-RR2LEC01-W","Confirmed","5","Confirmed"
"TC-RRLEC01-W10G","Confirmed","5","Confirmed"
"TC-W0RLECB4C1-W10GR","Confirmed","5","Confirmed"
"TC-RR2LEC02-W","Confirmed","3","Confirmed"
"TC-RRLEC02-W10G","Confirmed","5","Confirmed"
"TC-W0RLECB5C2-W10GR","Confirmed","3","Confirmed"
"TC-RRLEC03-W10G","Confirmed","5","Confirmed"
"TC-RR2LEC03-W","Confirmed","5","Confirmed"
"TC-W0RLECSPC3-W10GR","Confirmed","4","Confirmed"
"TC-RRLEC04-W10G","Confirmed","5","Confirmed"
"TC-RR2LEC04-W","Confirmed","5","Confirmed"
"TC-W0RLECNC4-W10GR","Confirmed","5","Confirmed"
"TC-W0RLSPC4-W12GR","Confirmed","0","Confirmed"
"TC-RRLLF01-W12G","Confirmed","4","Confirmed"
"TC-RR2LLF01-W","Confirmed","4","Confirmed"
"TC-W1RLB4C1-W12GR","Confirmed","4","Confirmed"
"TC-W1RLB4C1S-W12GR","Confirmed","0","Confirmed"
"TC-RRLLF02-W12G","Confirmed","4","Confirmed"
"TC-RR2LLF02-W","Confirmed","4","Confirmed"
"TC-W1RLB5C2-W12GR","Confirmed","4","Confirmed"
"TC-W1RLB5C2S-W12GR","Confirmed","0","Confirmed"
"TC-RRLLF03-W12G","Confirmed","4","Confirmed"
"TC-RR2LLF03-W","Confirmed","4","Confirmed"
"TC-W1RLSPC3-W12 GR","Confirmed","4","Confirmed"
"TC-W1RLSPC3S-W12GR","Confirmed","0","Confirmed"
"TC-RRLLF04-W12G","Confirmed","4","Confirmed"
"TC-RR2LLF04-W","Confirmed","4","Confirmed"
"TC-W1RLNC4-W12GR","Confirmed","4","Confirmed"
"TC-W1RLNC4S-W12GR","Confirmed","0","Confirmed"
"TC-RRLLF05-W","Confirmed","5","Confirmed"
"TC-RRLLF06-W","Confirmed","5","Confirmed"
"TC-RRLLF07-W","Confirmed","5","Confirmed"
"M-AGDC-W17ML","Confirmed","9","Confirmed"
"M-AGDC-W30GR","Confirmed","5","Confirmed"
"EC-RYAG-W10ML","Confirmed","5","Confirmed"
"EC-RYAG-W15ML","Confirmed","0","Draft"
"FW-RYAG-W100ML","Confirmed","4","Confirmed"
"SRM-RAGIS-W","Confirmed","5","Confirmed"
"SRM-AGIS-W17ML","Confirmed","5","Confirmed"
"SRM-RYAGI5-W","Confirmed","6","Confirmed"
"SRM-RYAGI5P-W","Confirmed","6","Confirmed"
"M-AGNC-W17ML","Confirmed","5","Confirmed"
"M-AGNC-W30GR","Confirmed","5","Confirmed"
"M-RRYDCN1-W","Confirmed","4","Confirmed"
"M-RRYDCN2-W","Confirmed","5","Confirmed"
"P-NFSAGNC2RRYDCN2-W","Confirmed","4","Confirmed"
"P-NFSAGNC3RRYDCN2-W","Confirmed","4","Confirmed"
"P-NFSAGNC5RRYDCN2-W","Confirmed","4","Confirmed"
"M-RYDC9-W","Confirmed","6","Confirmed"
"M-RRYDCN3-W","Confirmed","8","Confirmed"
"M-RYDC9P-W","Confirmed","6","Confirmed"
"EC-RRYAG-W","Confirmed","4","Confirmed"
"FW-RRYAG-W","Confirmed","4","Confirmed"
"P-NFSAGIS2RRYAG-W","Confirmed","4","Confirmed"
"P-NFSAGIS5RRYAG-W","Confirmed","4","Confirmed"
"FW-RYAG1-W","Confirmed","0","Draft"
"FM-RYUL-W30G","Confirmed","3","Confirmed"
"SRM-RRYIS-W","Confirmed","6","Confirmed"
"SRM-RYTEN3-W","Confirmed","8","Confirmed"
"SRM-RYTEN3P-W","Confirmed","8","Confirmed"
"M-RRYNCN1-W","Confirmed","4","Confirmed"
"M-RRYNCN2-W","Confirmed","4","Confirmed"
"P-RY1E-W","Confirmed","3","Draft"
"P-RY2E-W","Confirmed","3","Draft"
"SRM-RRYTEN2-W","Confirmed","4","Confirmed"
"SRM-RRYTEN1-W","Confirmed","4","Confirmed"
"SRM-AGTE-W100ML","Confirmed","4","Confirmed"
"SRM-AGTEN3-W","Confirmed","5","Confirmed"
"P-RYTK-W","Confirmed","3","Confirmed"
"SRM-RRYUMS-W","Confirmed","5","Confirmed"
"D-W1R1HER-W60ML","Confirmed","4","Confirmed"
"D-W1R1HIM-W60ML","Confirmed","4","Confirmed"
"P-SDC-W","Confirmed","3","Draft"
"P-SDT-W","Confirmed","3","Draft"
"BP-SBSBM-W100ML","Confirmed","5","Confirmed"
"BP-SBSE-W35ML","Confirmed","5","Confirmed"
"BP-SJYBM-W100ML","Confirmed","5","Confirmed"
"BP-SJYE-W35ML","Confirmed","8","Confirmed"
"BP-SPNBM-W100ML","Confirmed","5","Confirmed"
"BP-SPNE-W35ML","Confirmed","14","Confirmed"
"BP-SPCBM-W100ML","Confirmed","5","Confirmed"
"BP-SPCE-W35ML","Confirmed","14","Confirmed"
"BP-SPRBM-W100ML","Confirmed","5","Confirmed"
"BP-SPRE-W35ML","Confirmed","6","Confirmed"
"REM-SBMW-W200ML","Confirmed","3","Confirmed"
"REM-SENGMW-W","Confirmed","5","Confirmed"
"FMI-SENSFS-W","Confirmed","5","Confirmed"
"TES-SRLT-W","Confirmed","3","Draft"
"P-SA3E-W","Confirmed","3","Draft"
"P-SB3E-W","Confirmed","3","Draft"
"P-SC3E-W","Confirmed","3","Draft"
"P-SD3E-W","Confirmed","3","Draft"
"LW-W3O-W150ML","Confirmed","3","Confirmed"
"LW-W3O-W240ML","Confirmed","4","Confirmed"
"LW-W3P-W150ML","Confirmed","5","Confirmed"
"LW-W3S-W150ML","Confirmed","5","Confirmed"
"P-SCE-W","Confirmed","3","Draft"
"SS-NSSPF30-W","Confirmed","0","Draft"
"M-W3GT1-W40ML","Confirmed","3","Confirmed"
"M-GT1NP-W40ML","Confirmed","5","Confirmed"
"SS-NSSPF50-W","Waiting for Approval","0","Draft"
"P-MAB-W","Confirmed","4","Confirmed"
"P-MAA-W","Confirmed","4","Confirmed"
"M-W2WSTDC-W20ML","Confirmed","3","Draft"
"A-W2TFP-W25GR","Confirmed","3","Confirmed"
"A-TSATG-W","Confirmed","3","Confirmed"
"MY-TAASTG-W15ML","Confirmed","3","Draft"
"MY-TADM-W40ML","Confirmed","3","Draft"
"A-TDM-W","Confirmed","3","Confirmed"
"A-TFP-W","Confirmed","3","Draft"
"MY-TAFP-W20G","Confirmed","3","Draft"
"A-TNTM-W","Confirmed","3","Draft"
"MY-TANTM-W40ML","Confirmed","3","Draft"
"MY-TAPBB-W20G","Confirmed","3","Draft"
"A-TBPCB-W","Confirmed","3","Draft"
"MY-TAPRT-W100ML","Confirmed","3","Draft"
"A-TPRT-W","Confirmed","3","Draft"
"MY-TAPFC-W60ML","Confirmed","3","Draft"
"A-TPFC-W","Confirmed","3","Draft"
"FMI-W2THFM-W55ML","Confirmed","3","Draft"
"B-TBLFP03-W30GR","Confirmed","3","Draft"
"B-TBLFP04-W30GR","Confirmed","3","Draft"
"MY-TBOA-W4G","Confirmed","3","Confirmed"
"MY-TBOB-W4G","Confirmed","3","Confirmed"
"MY-TBOC-W4G","Confirmed","3","Confirmed"
"MY-TBOD-W4G","Confirmed","3","Confirmed"
"BP-TBME-W200ML","Confirmed","3","Confirmed"
"BP-TBME-W27ML","Confirmed","3","Draft"
"BP-TBMF-W200ML","Confirmed","3","Confirmed"
"BP-TBMF-W27ML","Confirmed","3","Draft"
"BP-TBMI-W200ML","Confirmed","3","Confirmed"
"BP-TBMS-W200ML","Confirmed","3","Confirmed"
"BP-TBMSR-W200ML","Confirmed","3","Confirmed"
"DDC-W2TCDL-W20ML","Confirmed","3","Confirmed"
"DDC-W2TCDN-W20ML","Confirmed","3","Confirmed"
"FW-TCD-W100ML","Confirmed","3","Draft"
"MY-TFWCD-W100ML","Confirmed","3","Draft"
"FW-TCD-W60ML","Confirmed","3","Draft"
"FMI-W2TCDFM-W55ML","Confirmed","3","Draft"
"SRM-W2CD-W17ML","Confirmed","3","Confirmed"
"MY-TDDCCDL-W20ML","Confirmed","3","Confirmed"
"MY-TDDCCDN-W20ML","Confirmed","3","Confirmed"
"MY-TFMICD-W55ML","Confirmed","3","Draft"
"MY-TSRMCD-W17ML","Confirmed","3","Confirmed"
"L-TPC-W10GR","Confirmed","3","Confirmed"
"MY-TLPC-W10G","Confirmed","3","Confirmed"
"CM-W2TCND-W150ML","Confirmed","3","Draft"
"L-TCCUM-W","Confirmed","5","Confirmed"
"L-TCEMM-W","Confirmed","5","Confirmed"
"L-TCIML-W","Confirmed","5","Confirmed"
"L-TMCIML-W","Confirmed","3","Draft"
"BO-W2TA-W4GR","Confirmed","3","Confirmed"
"BO-W2TB-W4GR","Confirmed","5","Confirmed"
"BO-W2TC-W4GR","Confirmed","5","Confirmed"
"BO-W2TD-W4GR","Confirmed","5","Confirmed"
"B-W2TELCP01-W14G","Confirmed","3","Confirmed"
"B-W2TELCP02-W14G","Confirmed","3","Confirmed"
"B-W2TELCP03-W14G","Confirmed","3","Confirmed"
"B-W2TELCP04-W14G","Confirmed","3","Confirmed"
"F-W2TELCECSP-W8.5GR","Confirmed","3","Confirmed"
"F-W2TELCECB51-W8.5GR","Confirmed","3","Confirmed"
"F-W2TELCECB5-W8.5GR","Confirmed","3","Confirmed"
"F-W2TELCECN-W8.5GR","Confirmed","3","Confirmed"
"F-W2TELCLFSP-W11GR","Confirmed","3","Confirmed"
"F-W2TELCLFB51-W11GR","Confirmed","3","Confirmed"
"F-W2TELCLFB5-W11GR","Confirmed","3","Confirmed"
"F-W2TELCLFN-W11GR","Confirmed","3","Confirmed"
"B-W2TELFP01-W30GR","Confirmed","5","Confirmed"
"B-W2TELFP02-W30GR","Confirmed","5","Confirmed"
"B-W2TELFP03-W30GR","Confirmed","5","Confirmed"
"B-W2TELFP04-W30GR","Confirmed","5","Confirmed"
"F-W2TELLNW-W40ML","Confirmed","3","Confirmed"
"F-W2TELLB51-W40ML","Confirmed","3","Confirmed"
"F-W2TELLB5-W40ML","Confirmed","3","Confirmed"
"F-W2TELLN-W40ML","Confirmed","3","Confirmed"
"TC-W2TELLB1-W12G","Confirmed","5","Confirmed"
"TC-W2TELB2-W12G","Confirmed","5","Confirmed"
"TC-W2TELI3-W12G","Confirmed","5","Confirmed"
"TC-W2TELLI4-W12G","Confirmed","5","Confirmed"
"F-TCEC01-W10GR","Confirmed","3","Confirmed"
"F-TCEC02-W10GR","Confirmed","3","Confirmed"
"F-TCEC03-W10GR","Confirmed","3","Confirmed"
"F-TCEC04-W10GR","Confirmed","3","Confirmed"
"L-W2TE20-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE21-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE23-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE26-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE28-W3.8GR","Confirmed","3","Draft"
"L-W2TE29-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE30-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE31-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE32-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE34-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE35-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE36-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE37-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE40-W3.8GR","Confirmed","3","Draft"
"L-W2TE41-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE42-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE43-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE44-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE45-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE46-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE47-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE48-W3.8GR","Confirmed","3","Confirmed"
"L-W2TE49-W3.8GR","Confirmed","3","Draft"
"TC-TCEC1-W14GR","Confirmed","3","Confirmed"
"TC-TCEC3-W14GR","Confirmed","3","Confirmed"
"TC-TCEC5-W14GR","Confirmed","3","Confirmed"
"F-TCEC05-W10GR","Confirmed","3","Confirmed"
"ES-W2TA-W4.2GR","Confirmed","3","Draft"
"ES-W2TD-W4.2GR","Confirmed","3","Draft"
"ES-W2TE-W4.2GR","Confirmed","3","Draft"
"ES-W2TF-W4.2GR","Confirmed","3","Draft"
"ES-W2TG-W4.2GR","Confirmed","3","Draft"
"ES-W2TH-W4.2GR","Confirmed","3","Draft"
"ES-W2TI-W4.2GR","Confirmed","3","Draft"
"ES-W2TJ-W4.2GR","Confirmed","3","Draft"
"ES-W2TM-W4.2GR","Confirmed","3","Draft"
"ES-W2TN-W4.2GR","Confirmed","3","Draft"
"L-W2THIP1-W3.8GR","Confirmed","3","Confirmed"
"L-W2THAP2-W3.8GR","Confirmed","3","Confirmed"
"L-W2THSB3-W3.8GR","Confirmed","3","Confirmed"
"L-W2THGP4-W3.8GR","Confirmed","3","Confirmed"
"TC-TLECB4C1-W10G","Confirmed","3","Confirmed"
"TC-TLECB5C2-W10G","Confirmed","3","Confirmed"
"TC-TLECSPC3-W10G","Confirmed","3","Confirmed"
"TC-TLECNC4-W10G","Confirmed","3","Confirmed"
"TC-TLLFB4C1-W12G","Confirmed","3","Confirmed"
"TC-TLLFB5C2-W12G","Confirmed","3","Confirmed"
"TC-TLLFSPC3-W12G","Confirmed","3","Confirmed"
"TC-TLLFNC4-W12G","Confirmed","3","Confirmed"
"L-W2TLG-W3.8GR","Confirmed","3","Confirmed"
"L-W2TLL01-W2.5GR","Confirmed","3","Draft"
"L-W2TLL02-W2.5GR","Confirmed","3","Draft"
"L-W2TLL04-W2.5GR","Confirmed","3","Draft"
"L-W2TLL05-W2.5GR","Confirmed","3","Draft"
"L-W2TLL06-W2.5GR","Confirmed","3","Draft"
"L-W2TLL07-W2.5GR","Confirmed","3","Draft"
"L-W2TLL08-W2.5GR","Confirmed","3","Draft"
"L-W2TLL09-W2.5GR","Confirmed","3","Draft"
"L-W2TLL10-W2.5GR","Confirmed","3","Draft"
"L-W2TLL11-W2.5GR","Confirmed","3","Draft"
"L-W2TLL12-W2.5GR","Confirmed","3","Draft"
"L-W2TM01-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM02-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM03-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM04-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM05-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM06-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM07-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM08-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM09-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM10-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM11-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM12-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM13-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM14-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM15-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM16-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM17-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM18-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM19-W3.8GR","Confirmed","3","Confirmed"
"L-W2TM20-W3.8GR","Confirmed","3","Confirmed"
"B-W2TRELCP01-W14GR","Confirmed","3","Draft"
"B-W2TRELCP02-W14GR","Confirmed","3","Draft"
"B-W2TRELCP03-W14GR","Confirmed","3","Draft"
"B-W2TRELCP04-W14GR","Confirmed","3","Draft"
"TC-W2TRELLB1-W12GR","Confirmed","3","Draft"
"TC-W2TRELB2-W12GR","Confirmed","3","Draft"
"TC-W2TRELI3-W12GR","Confirmed","3","Draft"
"TC-W2TRELLI4-W12GR","Confirmed","3","Draft"
"TC-W2TRLEC01-W12GR","Confirmed","3","Draft"
"TC-W2TRLEC02-W12GR","Confirmed","3","Draft"
"TC-W2TRLEC03-W12GR","Confirmed","3","Draft"
"TC-W2TRLEC04-W12GR","Confirmed","3","Draft"
"TC-W2TRLLF01-W12GR","Confirmed","3","Draft"
"TC-W2TRLLF02-W12GR","Confirmed","3","Draft"
"TC-W2TRLLF04-W12GR","Confirmed","3","Draft"
"L-W2TWSCR1-W4.5ML","Confirmed","3","Confirmed"
"L-W2TWSCB2-W4.5ML","Confirmed","3","Confirmed"
"L-W2TWSSP3-W4.5ML","Confirmed","3","Confirmed"
"L-W2TWSPP4-W4.5ML","Confirmed","3","Confirmed"
"L-W2TWSCI5-W4.5ML","Confirmed","3","Confirmed"
"BUT-W3TO-W50ML","Confirmed","3","Draft"
"BUT-W3TP-W50ML","Confirmed","3","Draft"
"BUT-W3TS-W50ML","Confirmed","3","Draft"
"F-W2TDF-W4,5GR","Confirmed","3","Confirmed"
"BP-W2TEF-W35ML","Confirmed","3","Draft"
"BP-W2TEI-W35ML","Confirmed","3","Draft"
"FS-TE-W60ML","Confirmed","3","Draft"
"MY-TFWE-W60ML","Confirmed","3","Draft"
"IN-TC-W30G","Confirmed","3","Draft"
"PC-TE-W60ML","Confirmed","3","Confirmed"
"BBC-TEL-W15ML","Confirmed","3","Draft"
"BBC-TEL-W30ML","Confirmed","3","Confirmed"
"MY-TBBCEL-W30ML","Confirmed","3","Confirmed"
"BBC-TEN-W15ML","Confirmed","3","Draft"
"BBC-TEN-W30ML","Confirmed","3","Confirmed"
"MY-TBBCEN-W30ML","Confirmed","3","Confirmed"
"MY-TLEVCL01-W5.5G","Confirmed","3","Draft"
"MY-TLEVCL02-W5.5G","Confirmed","3","Draft"
"MY-TLEVCL03-W5.5G","Confirmed","3","Draft"
"MY-TLBEVFSG-W","Confirmed","3","Draft"
"MY-TLBEVFSS-W","Confirmed","3","Draft"
"MY-TLBEVLNGT-W","Confirmed","3","Draft"
"MY-TLBEVLNH-W","Confirmed","3","Draft"
"MY-TBESFBBLP-W8G","Confirmed","3","Draft"
"B-W2TESFBBLP-W8GR","Confirmed","5","Confirmed"
"TES-LEVLCR-W","Confirmed","3","Confirmed"
"TES-LEVLCR1-W","Confirmed","3","Draft"
"TES-LEVLCR2-W","Confirmed","3","Draft"
"TES-LEVLCR3-W","Confirmed","3","Draft"
"TES-LEVLCR4-W","Confirmed","3","Draft"
"TES-LEVLCR5-W","Confirmed","3","Draft"
"MY-TLE21-W3.8G","Confirmed","3","Confirmed"
"MY-TLE23-W3.8G","Confirmed","3","Confirmed"
"MY-TLE26-W3.8G","Confirmed","3","Confirmed"
"MY-TLE28-W3.8G","Confirmed","3","Draft"
"MY-TLE36-W3.8G","Confirmed","3","Confirmed"
"MY-TLE41-W3.8G","Confirmed","3","Confirmed"
"MY-TLE43-W3.8G","Confirmed","3","Confirmed"
"MY-TLE46-W3.8G","Confirmed","3","Confirmed"
"MY-TFEL01-W20ML","Confirmed","3","Confirmed"
"F-W2TELB5101-W20ML","Confirmed","3","Confirmed"
"MY-TFEL02-W20ML","Confirmed","3","Confirmed"
"F-W2TELSP02-W20ML","Confirmed","3","Confirmed"
"F-W2TELSB03-W20ML","Confirmed","3","Confirmed"
"F-W2TELN04-W20ML","Confirmed","3","Confirmed"
"MY-TFEL05-W20ML","Confirmed","3","Confirmed"
"F-W2TELCB05-W20ML","Confirmed","3","Confirmed"
"MY-TLEMC01-W4G","Confirmed","3","Confirmed"
"L-W2TEMC01-W4GR","Confirmed","3","Confirmed"
"MY-TLEMC02-W4G","Confirmed","3","Confirmed"
"L-W2TEMC02-W4GR","Confirmed","3","Confirmed"
"MY-TLEMC03-W4G","Confirmed","3","Confirmed"
"L-W2TEMC03-W4GR","Confirmed","3","Confirmed"
"MY-TLEMC04-W4G","Confirmed","3","Confirmed"
"L-W2TEMC04-W4GR","Confirmed","3","Confirmed"
"MY-TLEMC05-W4G","Confirmed","3","Confirmed"
"L-W2TEMC05-W4GR","Confirmed","3","Confirmed"
"MY-TLEMC06-W4G","Confirmed","3","Confirmed"
"L-W2TEMC06-W4GR","Confirmed","3","Confirmed"
"L-W2TEMC07-W4GR","Confirmed","3","Confirmed"
"MY-TLEMC07-W4G","Confirmed","3","Confirmed"
"MY-TLEMC08-W4G","Confirmed","3","Confirmed"
"L-W2TEMC08-W4GR","Confirmed","3","Confirmed"
"L-W2TEMC09-W4GR","Confirmed","3","Confirmed"
"MY-TLEMC09-W4G","Confirmed","3","Confirmed"
"MY-TLEMC10-W4G","Confirmed","3","Confirmed"
